swap_id,from_slug,to_slug,from_capital,to_capital,n_positions,target_appears_at,source_appears_at,flip_position,initial_gap,best_gap,final_gap,gap_closure,control_stability_mean,control_stability_max,target_first_top1,target_first_top5,target_first_top10,target_max_prob,target_min_rank,target_final_rank,target_rank_improvement,source_final_rank,source_max_prob,target_logit_delta_0,source_logit_delta_0,baseline_gap,steered_gap_0,gap_closure_0,target_rank_improvement_0,flip_at_0,baseline_target_rank,baseline_source_rank,baseline_target_prob,baseline_source_prob
atticus_finch__to__hermione_granger,atticus_finch,hermione_granger,,,1,0.0,,0.0,4.75,4.75,4.75,0.0,,,,,,9.4e-05,215.0,215.0,0.0,1502.0,1e-06,1.125,-11.125,-7.5,4.75,12.25,-132.0,True,83,1,0.000317,0.570312
atticus_finch__to__holden_caulfield,atticus_finch,holden_caulfield,,,1,,8.0,,-5.625,-5.625,-5.625,0.0,,,,,,7e-06,328.0,328.0,0.0,21.0,0.001907,0.875,-1.0,-7.5,-5.625,1.875,-245.0,False,83,1,0.000317,0.570312
atticus_finch__to__huckleberry_finn,atticus_finch,huckleberry_finn,,,1,0.0,,,-4.5234,-4.5234,-4.5234,0.0,,,,,,0.0,27303.0,27303.0,0.0,1548.0,0.0,-24.0312,-26.5078,-7.0,-4.5234,2.4766,-27250.0,False,53,1,0.000519,0.570312
atticus_finch__to__jay_gatsby,atticus_finch,jay_gatsby,,,1,,,,-1.25,-1.25,-1.25,0.0,,,,,,0.0,11100.0,11100.0,0.0,2800.0,0.0,-29.625,-37.125,-8.75,-1.25,7.5,-10951.0,False,149,1,9.1e-05,0.570312
atticus_finch__to__katniss_everdeen,atticus_finch,katniss_everdeen,,,1,0.0,,,-10.375,-10.375,-10.375,0.0,,,,,,0.0,5955.0,5955.0,0.0,88.0,9.8e-05,-3.1875,-5.5,-12.6875,-10.375,2.3125,-4907.0,False,1048,1,2e-06,0.570312
atticus_finch__to__oliver_twist,atticus_finch,oliver_twist,,,1,,,,-6.875,-6.875,-6.875,0.0,,,,,,2.1e-05,339.0,339.0,0.0,12.0,0.019775,3.25,1.125,-9.0,-6.875,2.125,-174.0,False,165,1,7.1e-05,0.570312
atticus_finch__to__raskolnikov,atticus_finch,raskolnikov,,,1,,,,-6.25,-6.25,-6.25,0.0,,,,,,0.0,9871.0,9871.0,0.0,1492.0,2e-06,-1.875,-10.0,-14.375,-6.25,8.125,-7700.0,False,2171,1,0.0,0.570312
atticus_finch__to__scout_finch,atticus_finch,scout_finch,,,1,4.0,4.0,,0.0,0.0,0.0,0.0,,,,,,1.7e-05,632.0,632.0,0.0,632.0,1.7e-05,-14.5,-14.5,0.0,0.0,0.0,-631.0,False,1,1,0.570312,0.570312
atticus_finch__to__winston_smith,atticus_finch,winston_smith,,,1,,,,-3.5625,-3.5625,-3.5625,0.0,,,,,,1e-06,461.0,461.0,0.0,69.0,4.3e-05,3.125,-7.75,-14.4375,-3.5625,10.875,1761.0,False,2222,1,0.0,0.570312
captain_ahab__to__anna_karenina,captain_ahab,anna_karenina,,,1,,,,-0.5625,-0.5625,-0.5625,0.0,,,,,,0.0,11925.0,11925.0,0.0,8684.0,0.0,-8.1875,-16.8125,-9.1875,-0.5625,8.625,-11608.0,False,317,1,3.9e-05,0.380859
captain_ahab__to__atticus_finch,captain_ahab,atticus_finch,,,1,0.0,,,-8.1406,-8.1406,-8.1406,0.0,,,,,,0.0,38603.0,38603.0,0.0,4430.0,0.0,-12.8906,-14.875,-10.125,-8.1406,1.9844,-38071.0,False,532,1,1.5e-05,0.380859
captain_ahab__to__captain_ahab,captain_ahab,captain_ahab,,,1,,,,0.0,0.0,0.0,0.0,,,,,,8.1e-05,221.0,221.0,0.0,221.0,8.1e-05,-4.125,-4.125,0.0,0.0,0.0,-220.0,False,1,1,0.380859,0.380859
captain_ahab__to__don_quixote,captain_ahab,don_quixote,,,1,,,,-1.7188,-1.7188,-1.7188,0.0,,,,,,0.0,88497.0,88497.0,0.0,29976.0,0.0,-21.125,-32.7812,-13.375,-1.7188,11.6562,-86011.0,False,2486,1,1e-06,0.380859
captain_ahab__to__dracula,captain_ahab,dracula,,,1,,3.0,,-11.75,-11.75,-11.75,0.0,,,,,,0.0,5093.0,5093.0,0.0,21.0,0.000957,-2.875,-1.875,-10.75,-11.75,-1.0,-4376.0,False,717,1,8e-06,0.380859
captain_ahab__to__elizabeth_bennet,captain_ahab,elizabeth_bennet,,,1,,,0.0,2.1055,2.1055,2.1055,0.0,,,,,,0.0,21757.0,21757.0,0.0,65340.0,0.0,-16.332,-27.8125,-9.375,2.1055,11.4805,-21391.0,True,366,1,3.2e-05,0.380859
captain_ahab__to__frodo_baggins,captain_ahab,frodo_baggins,,,1,0.0,,0.0,12.1875,12.1875,12.1875,0.0,,,,,,0.00066,71.0,71.0,0.0,6996.0,0.0,3.375,-14.5625,-5.75,12.1875,17.9375,-19.0,True,52,1,0.001213,0.380859
captain_ahab__to__hermione_granger,captain_ahab,hermione_granger,,,1,,,,-1.5,-1.5,-1.5,0.0,,,,,,4.5e-05,640.0,640.0,0.0,263.0,0.0002,0.25,-4.0,-5.75,-1.5,4.25,-588.0,False,52,1,0.001213,0.380859
captain_ahab__to__holden_caulfield,captain_ahab,holden_caulfield,,,1,,,,-1.375,-1.375,-1.375,0.0,,,,,0.0,0.017822,8.0,8.0,0.0,2.0,0.070801,4.375,0.0,-5.75,-1.375,4.375,44.0,False,52,1,0.001213,0.380859
captain_ahab__to__huckleberry_finn,captain_ahab,huckleberry_finn,,,1,0.0,,,-6.1172,-6.1172,-6.1172,0.0,,,,,,0.0,36930.0,36930.0,0.0,6847.0,0.0,-18.5547,-16.8125,-4.375,-6.1172,-1.7422,-36909.0,False,21,1,0.004791,0.380859
captain_ahab__to__jay_gatsby,captain_ahab,jay_gatsby,,,1,,3.0,,-7.75,-7.75,-7.75,0.0,,,,,,1e-06,981.0,981.0,0.0,20.0,0.001175,-3.125,-1.625,-6.25,-7.75,-1.5,-907.0,False,74,1,0.000736,0.380859
captain_ahab__to__katniss_everdeen,captain_ahab,katniss_everdeen,,,1,0.0,,,-2.6875,-2.6875,-2.6875,0.0,,,,,,0.0,18009.0,18009.0,0.0,8344.0,0.0,-6.0,-17.5625,-14.25,-2.6875,11.5625,-14335.0,False,3674,1,0.0,0.380859
captain_ahab__to__oliver_twist,captain_ahab,oliver_twist,,,1,,,0.0,3.3125,3.3125,3.3125,0.0,,,,,,1.1e-05,174.0,174.0,0.0,608.0,0.0,-1.875,-8.9375,-3.75,3.3125,7.0625,-161.0,True,13,1,0.008972,0.380859
captain_ahab__to__raskolnikov,captain_ahab,raskolnikov,,,1,,,,-5.5,-5.5,-5.5,0.0,,,,,,0.0,2838.0,2838.0,0.0,290.0,1.3e-05,-3.5,-6.5,-8.5,-5.5,3.0,-2609.0,False,229,1,7.8e-05,0.380859
captain_ahab__to__scout_finch,captain_ahab,scout_finch,,,1,,,,-3.375,-3.375,-3.375,0.0,,,,,,2e-06,1107.0,1107.0,0.0,107.0,7e-05,-2.0,-8.75,-10.125,-3.375,6.75,-575.0,False,532,1,1.5e-05,0.380859
captain_ahab__to__winston_smith,captain_ahab,winston_smith,,,1,,,0.0,0.875,0.875,0.875,0.0,,,,,,1e-06,408.0,408.0,0.0,649.0,0.0,-2.3125,-11.4375,-8.25,0.875,9.125,-208.0,True,200,1,0.0001,0.380859
don_quixote__to__anna_karenina,don_quixote,anna_karenina,,,2,0.0,,,-1.5,-1.4375,-1.4375,0.0625,4.3438,8.375,,,,2.4e-05,177.0,3849.0,0.0,2700.0,0.000109,2.0,-6.375,-9.875,-1.5,8.375,134.0,False,311,1,2.5e-05,0.476562
don_quixote__to__atticus_finch,don_quixote,atticus_finch,,,2,0.0,,0.0,2.75,2.75,-6.8125,0.0,11.1675,11.9141,,,,0.0,9323.0,90121.0,0.0,1417.0,0.0,-20.7188,-43.0,-19.5312,2.75,22.2812,8741.0,True,18064,1,0.0,0.476562
don_quixote__to__captain_ahab,don_quixote,captain_ahab,,,2,0.0,,0.0,4.25,4.25,-0.25,0.0,31.5469,35.6875,,,,0.000163,87.0,37562.0,0.0,30120.0,2e-06,6.0625,-10.0,-11.8125,4.25,16.0625,750.0,True,837,1,4e-06,0.476562
don_quixote__to__don_quixote,don_quixote,don_quixote,,,2,,,,0.0,0.0,0.0,0.0,28.164,32.5312,,,,1e-06,316.0,7536.0,0.0,7536.0,1e-06,-11.125,-11.125,0.0,0.0,0.0,-315.0,False,1,1,0.476562,0.476562
don_quixote__to__dracula,don_quixote,dracula,,,2,,3.0,,-18.3125,-15.25,-15.25,3.0625,6.8438,11.0,,,,0.0,14055.0,14055.0,4830.0,26.0,0.005157,-4.5,-1.75,-15.5625,-18.3125,-2.75,-14860.0,False,4025,1,0.0,0.476562
don_quixote__to__elizabeth_bennet,don_quixote,elizabeth_bennet,,,2,0.0,,0.0,6.75,6.75,1.125,0.0,30.8125,34.6875,,,,0.001221,26.0,8605.0,0.0,28070.0,1e-06,8.1875,-10.5,-11.9375,6.75,18.6875,836.0,True,862,1,3e-06,0.476562
don_quixote__to__frodo_baggins,don_quixote,frodo_baggins,,,2,0.0,,0.0,14.9062,14.9062,8.6875,0.0,6.75,14.1875,,,,0.001228,29.0,29.0,18.0,1758.0,0.0,2.125,-20.2812,-7.5,14.9062,22.4062,55.0,True,102,1,0.000263,0.476562
don_quixote__to__hermione_granger,don_quixote,hermione_granger,,,2,,,,-9.8125,-2.5,-2.5,7.3125,7.0938,9.625,,,,1.7e-05,893.0,893.0,99516.0,260.0,0.000212,-15.1875,-12.875,-7.5,-9.8125,-2.3125,-100307.0,False,102,1,0.000263,0.476562
don_quixote__to__holden_caulfield,don_quixote,holden_caulfield,,,2,,5.0,0.0,1.0937,1.0937,-6.625,0.0,26.8672,28.8438,,,,0.0,1047.0,1047.0,7766.0,68.0,0.000355,-25.2188,-33.8125,-7.5,1.0937,8.5937,-8711.0,True,102,1,0.000263,0.476562
don_quixote__to__huckleberry_finn,don_quixote,huckleberry_finn,,,2,0.0,,,-3.5625,-3.5625,-6.75,0.0,4.4062,8.875,,,,1e-06,675.0,13813.0,0.0,2493.0,4e-05,-2.4375,-7.375,-8.5,-3.5625,4.9375,-520.0,False,155,1,9.7e-05,0.476562
don_quixote__to__jay_gatsby,don_quixote,jay_gatsby,,,2,,,,-3.125,-3.125,-3.3125,0.0,24.0821,27.75,,,,3e-06,612.0,53827.0,0.0,3925.0,5.9e-05,-1.125,-8.375,-10.375,-3.125,7.25,-210.0,False,402,1,1.5e-05,0.476562
don_quixote__to__katniss_everdeen,don_quixote,katniss_everdeen,,,2,0.0,,,-6.375,-6.375,-12.5,0.0,4.5781,7.5625,,,,0.0,2472.0,3296.0,0.0,3.0,0.036865,2.25,-8.25,-16.875,-6.375,10.5,4556.0,False,7028,1,0.0,0.476562
don_quixote__to__oliver_twist,don_quixote,oliver_twist,,,2,,8.0,,-4.1875,-4.1875,-7.75,0.0,6.3681,11.2539,,,,0.0,1009.0,5441.0,0.0,43.0,1.7e-05,-14.75,-19.3125,-8.75,-4.1875,4.5625,-834.0,False,175,1,7.6e-05,0.476562
don_quixote__to__raskolnikov,don_quixote,raskolnikov,,,2,,,0.0,0.875,0.875,0.125,0.0,2.6562,3.125,,,1.0,0.020874,9.0,9.0,159.0,12.0,0.018311,6.4375,-8.25,-13.8125,0.875,14.6875,1807.0,True,1975,1,0.0,0.476562
don_quixote__to__scout_finch,don_quixote,scout_finch,,,2,0.0,,,-7.375,-6.625,-6.625,0.75,4.25,8.5,,,,0.0,3041.0,11476.0,0.0,2231.0,4.3e-05,4.7812,-7.375,-19.5312,-7.375,12.1562,15023.0,False,18064,1,0.0,0.476562
don_quixote__to__winston_smith,don_quixote,winston_smith,,,2,,,0.0,0.625,0.625,-0.25,0.0,0.5625,0.75,,,,2.2e-05,222.0,222.0,103.0,196.0,1.5e-05,-1.0,-7.875,-6.25,0.625,6.875,-280.0,True,45,1,0.000923,0.476562
dracula__to__anna_karenina,dracula,anna_karenina,,,2,,,,-2.1875,-1.6562,-1.6562,0.5313000000000001,18.2188,18.5,,,,0.0,15286.0,15286.0,129076.0,5530.0,0.0,-29.25,-39.875,-12.8125,-2.1875,10.625,-143292.0,False,1070,1,2e-06,0.640625
dracula__to__atticus_finch,dracula,atticus_finch,,,2,0.0,,0.0,0.3125,0.3125,-2.6563,0.0,12.2539,12.8125,,,,0.0,10620.0,35192.0,0.0,6245.0,0.0,-24.0625,-37.6875,-13.3125,0.3125,13.625,-9266.0,True,1354,1,1e-06,0.640625
dracula__to__captain_ahab,dracula,captain_ahab,,,2,0.0,,0.0,0.5,0.5,-1.6875,0.0,19.0312,19.5625,,,,0.0,9215.0,9215.0,13701.0,3133.0,0.0,-31.625,-40.375,-8.25,0.5,8.75,-22794.0,True,122,1,0.000168,0.640625
dracula__to__don_quixote,dracula,don_quixote,,,2,,,,-6.9375,-5.0625,-5.0625,1.875,23.5703,28.9062,,,,0.0,4344.0,194202.0,0.0,15902.0,6.2e-05,2.2813,-9.25,-18.4688,-6.9375,11.5313,6489.0,False,10833,1,0.0,0.640625
dracula__to__dracula,dracula,dracula,,,2,2.0,2.0,,0.0,0.0,0.0,0.0,1.5312,3.75,,,,0.000134,124.0,734.0,0.0,734.0,0.000134,-6.125,-6.125,0.0,0.0,0.0,-123.0,False,1,1,0.640625,0.640625
dracula__to__elizabeth_bennet,dracula,elizabeth_bennet,,,2,0.0,,0.0,0.0625,0.5312,0.5312,0.4687,15.4453,16.1563,,,,0.0,1549.0,1549.0,22321.0,2246.0,0.0,-29.3125,-38.875,-9.5,0.0625,9.5625,-23634.0,True,236,1,4.8e-05,0.640625
dracula__to__frodo_baggins,dracula,frodo_baggins,,,2,0.0,,0.0,2.625,3.125,3.125,0.5,5.3438,8.25,,,,0.000345,85.0,85.0,152.0,392.0,1.5e-05,1.375,-7.75,-6.5,2.625,9.125,-195.0,True,42,1,0.000965,0.640625
dracula__to__hermione_granger,dracula,hermione_granger,,,2,,2.0,1.0,-6.8125,0.375,0.375,7.1875,1.4688,3.5,,,,0.0,779.0,779.0,1656.0,887.0,7.2e-05,-7.0625,-6.75,-6.5,-6.8125,-0.3125,-2393.0,False,42,1,0.000965,0.640625
dracula__to__holden_caulfield,dracula,holden_caulfield,,,2,,8.0,1.0,-4.4688,1.5,1.5,5.9688,16.25,16.7812,,,,1e-06,539.0,4514.0,0.0,13044.0,0.000119,-14.3438,-16.375,-6.5,-4.4688,2.0312,-497.0,False,42,1,0.000965,0.640625
dracula__to__huckleberry_finn,dracula,huckleberry_finn,,,2,0.0,,0.0,1.4375,1.4375,-6.375,0.0,19.0156,19.75,,,,0.0,11313.0,42793.0,0.0,910.0,0.0,-32.375,-41.8125,-8.0,1.4375,9.4375,-11217.0,True,96,1,0.000216,0.640625
dracula__to__jay_gatsby,dracula,jay_gatsby,,,2,,,,-8.25,-2.875,-2.875,5.375,25.7422,30.5,,,,0.0,2709.0,71134.0,0.0,6976.0,0.000542,-6.5,-6.5,-8.25,-8.25,0.0,-2587.0,False,122,1,0.000168,0.640625
dracula__to__katniss_everdeen,dracula,katniss_everdeen,,,2,0.0,,,-6.9609,-3.6562,-3.6562,3.3046999999999995,4.6504,5.6015,,,,0.0,9420.0,9420.0,32774.0,657.0,0.0,-11.5234,-17.875,-13.3125,-6.9609,6.3516,-40840.0,False,1354,1,1e-06,0.640625
dracula__to__oliver_twist,dracula,oliver_twist,,,2,,5.0,,-5.0,-5.0,-6.5,0.0,4.4531,7.125,,,,0.00021,121.0,1101.0,0.0,46.0,0.031128,4.625,1.0,-8.625,-5.0,3.625,43.0,False,164,1,0.000115,0.640625
dracula__to__raskolnikov,dracula,raskolnikov,,,2,,,0.0,8.3125,8.3125,-0.625,0.0,4.625,10.75,,,,0.001236,54.0,54.0,157.0,38.0,0.002304,4.375,-14.8125,-10.875,8.3125,19.1875,222.0,True,433,1,1.2e-05,0.640625
dracula__to__scout_finch,dracula,scout_finch,,,2,,4.0,1.0,0.0,0.1133,0.1133,0.1133,12.5469,12.9375,,,,0.0,21294.0,21294.0,3640.0,22757.0,0.0,-22.3125,-35.625,-13.3125,0.0,13.3125,-23580.0,False,1354,1,1e-06,0.640625
dracula__to__winston_smith,dracula,winston_smith,,,2,,,,-3.6719,-3.6719,-8.125,0.0,15.9296,17.1562,,,,5e-06,1358.0,1358.0,28392.0,12.0,0.015991,-18.2031,-23.7812,-9.25,-3.6719,5.5781,-29540.0,False,210,1,6.2e-05,0.640625
elizabeth_bennet__to__anna_karenina,elizabeth_bennet,anna_karenina,,,2,0.0,,1.0,-3.0,2.25,2.25,5.25,4.9531,10.4375,,,,8e-06,493.0,493.0,920.0,1024.0,8e-06,-2.5,-7.75,-8.25,-3.0,5.25,-1199.0,False,214,1,0.000136,0.523438
elizabeth_bennet__to__atticus_finch,elizabeth_bennet,atticus_finch,,,2,0.0,,,-3.75,-3.25,-3.25,0.5,4.2188,8.25,,,,2.5e-05,185.0,2091.0,0.0,840.0,0.00106,3.0625,-2.5,-9.3125,-3.75,5.5625,191.0,False,376,1,4.7e-05,0.523438
elizabeth_bennet__to__captain_ahab,elizabeth_bennet,captain_ahab,,,2,0.0,,0.0,1.6875,1.6875,-11.3906,0.0,15.375,15.8125,,,,0.0,7776.0,23761.0,0.0,20.0,4e-06,-23.6875,-37.5,-12.125,1.6875,13.8125,-6274.0,True,1502,1,3e-06,0.523438
elizabeth_bennet__to__don_quixote,elizabeth_bennet,don_quixote,,,2,,,,-10.0,-4.5625,-4.5625,5.4375,29.9375,35.0625,,,,0.0,6858.0,126546.0,0.0,2092.0,0.000181,0.3125,-5.0,-15.3125,-10.0,5.3125,-1264.0,False,5594,1,0.0,0.523438
elizabeth_bennet__to__dracula,elizabeth_bennet,dracula,,,2,,3.0,,-7.25,-7.25,-11.875,0.0,1.3125,2.5,,,,2e-06,694.0,1848.0,0.0,8.0,0.02417,3.9375,-0.625,-11.8125,-7.25,4.5625,600.0,False,1294,1,4e-06,0.523438
elizabeth_bennet__to__elizabeth_bennet,elizabeth_bennet,elizabeth_bennet,,,2,,,,0.0,0.0,0.0,0.0,6.25,8.1875,,,,0.008667,16.0,27.0,0.0,27.0,0.008667,-0.25,-0.25,0.0,0.0,0.0,-15.0,False,1,1,0.523438,0.523438
elizabeth_bennet__to__frodo_baggins,elizabeth_bennet,frodo_baggins,,,2,0.0,,,-3.5,-0.125,-0.125,3.375,2.75,6.0,,,,7.6e-05,111.0,111.0,216.0,102.0,0.002533,-0.5,-1.625,-4.625,-3.5,1.125,-314.0,False,13,1,0.005127,0.523438
elizabeth_bennet__to__hermione_granger,elizabeth_bennet,hermione_granger,,,2,,7.0,,-6.375,-5.875,-5.875,0.5,1.75,3.5,,,,1.6e-05,264.0,264.0,154.0,9.0,0.005737,-2.875,-1.125,-4.625,-6.375,-1.75,-405.0,False,13,1,0.005127,0.523438
elizabeth_bennet__to__holden_caulfield,elizabeth_bennet,holden_caulfield,,,2,,6.0,,-8.0,-8.0,-8.375,0.0,4.0,6.625,,,,8e-06,440.0,2484.0,0.0,32.0,0.023926,-1.25,2.125,-4.625,-8.0,-3.375,-427.0,False,13,1,0.005127,0.523438
elizabeth_bennet__to__huckleberry_finn,elizabeth_bennet,huckleberry_finn,,,2,0.0,,0.0,2.75,2.75,-12.4609,0.0,18.0468,18.5,,,,0.0,2805.0,24562.0,0.0,16.0,8e-06,-30.6875,-40.4375,-7.0,2.75,9.75,-2712.0,True,93,1,0.000477,0.523438
elizabeth_bennet__to__jay_gatsby,elizabeth_bennet,jay_gatsby,,,2,,,,-5.625,-3.0313,-3.0313,2.5937,26.0391,30.375,,,,0.0,1347.0,54792.0,0.0,2653.0,9.1e-05,-3.375,-5.125,-7.375,-5.625,1.75,-1217.0,False,130,1,0.000328,0.523438
elizabeth_bennet__to__katniss_everdeen,elizabeth_bennet,katniss_everdeen,,,2,0.0,,0.0,4.4062,4.4062,-5.8721,0.0,6.9267,8.9414,,,,0.0,2244.0,9370.0,0.0,155.0,0.0,-10.5938,-22.125,-7.125,4.4062,11.5312,-2139.0,True,105,1,0.000422,0.523438
elizabeth_bennet__to__oliver_twist,elizabeth_bennet,oliver_twist,,,2,,,,-6.9062,-1.875,-1.875,5.0312,9.375,10.0625,,,,4e-06,229.0,229.0,2651.0,126.0,2.4e-05,-10.5312,-10.125,-6.5,-6.9062,-0.4062,-2821.0,False,59,1,0.000786,0.523438
elizabeth_bennet__to__raskolnikov,elizabeth_bennet,raskolnikov,,,2,,,,-2.6875,-2.6875,-3.8125,0.0,1.9375,3.1875,,,,1e-06,1321.0,1321.0,1235.0,226.0,6.5e-05,2.125,-7.875,-12.6875,-2.6875,10.0,-622.0,False,1934,1,2e-06,0.523438
