swap_id,from_slug,to_slug,from_capital,to_capital,n_positions,target_appears_at,source_appears_at,flip_position,initial_gap,best_gap,final_gap,gap_closure,control_stability_mean,control_stability_max,target_first_top1,target_first_top5,target_first_top10,target_max_prob,target_min_rank,target_final_rank,target_rank_improvement,source_final_rank,source_max_prob,target_logit_delta_0,source_logit_delta_0,baseline_gap,steered_gap_0,gap_closure_0,target_rank_improvement_0,flip_at_0,baseline_target_rank,baseline_source_rank,baseline_target_prob,baseline_source_prob
arizona_tucson__to__illinois_chicago,arizona_tucson,illinois_chicago,Phoenix,Springfield,11,0.0,,0.0,10.625,11.1484,2.8125,0.5234000000000005,7.9906,17.75,0.0,0.0,0.0,0.609375,1,370,0,1365,0.000106,4.625,-13.75,-7.75,10.625,18.375,162,True,163,1,0.000134,0.310547
arizona_tucson__to__indiana_fort_wayne,arizona_tucson,indiana_fort_wayne,Phoenix,Indianapolis,11,7.0,,0.0,8.375,9.625,7.0,1.25,15.8285,25.4102,7.0,4.0,2.0,0.087402,1,10,45,1081,0.010437,-1.5625,-18.9375,-9.0,8.375,17.375,259,True,305,1,3.8e-05,0.310547
arizona_tucson__to__iowa_cedar_rapids,arizona_tucson,iowa_cedar_rapids,Phoenix,Des Moines,11,,,0.0,15.5,15.5,2.0,0.0,11.0268,27.4658,,,0.0,0.037109,6,181,0,642,0.002289,1.125,-23.25,-8.875,15.5,24.375,287,True,293,1,4.3e-05,0.310547
arizona_tucson__to__kentucky_louisville,arizona_tucson,kentucky_louisville,Phoenix,Frankfort,11,0.0,,0.0,11.5625,16.6875,13.0625,5.125,13.7602,24.1719,,0.0,0.0,0.15625,2,44,0,4657,2.5e-05,2.25,-17.6875,-8.375,11.5625,19.9375,211,True,213,1,7.2e-05,0.310547
arizona_tucson__to__louisiana_new_orleans,arizona_tucson,louisiana_new_orleans,Phoenix,Baton Rouge,11,0.0,,0.0,11.9375,14.125,3.1875,2.1875,14.7551,24.3516,0.0,0.0,0.0,0.234375,1,319,0,1926,0.00058,3.75,-16.5625,-8.375,11.9375,20.3125,212,True,213,1,7.2e-05,0.310547
arizona_tucson__to__maine_portland,arizona_tucson,maine_portland,Phoenix,Augusta,11,,2.0,,-1.1875,-1.1875,-1.875,0.0,11.7641,23.4688,,2.0,2.0,0.0354,5,160,104,60,0.140625,-4.5625,-9.5,-6.125,-1.1875,4.9375,-45,False,64,1,0.000679,0.310547
arizona_tucson__to__maryland_baltimore,arizona_tucson,maryland_baltimore,Phoenix,Annapolis,11,,,1.0,-0.5625,10.6562,2.4375,11.2187,13.2289,24.5469,,6.0,6.0,0.05542,3,1728,1863,4172,0.001152,-5.25,-13.6875,-9.0,-0.5625,8.4375,-1561,False,305,1,3.8e-05,0.310547
arizona_tucson__to__michigan_detroit,arizona_tucson,michigan_detroit,Phoenix,Lansing,11,5.0,,0.0,11.9375,11.9375,3.625,0.0,12.2063,21.4688,5.0,5.0,0.0,0.369141,1,28165,7,162687,7.2e-05,-1.25,-20.4375,-7.25,11.9375,19.1875,115,True,123,1,0.00022,0.310547
arizona_tucson__to__mississippi_gulfport,arizona_tucson,mississippi_gulfport,Phoenix,Jackson,11,,,0.0,12.0,12.0,0.4883,0.0,10.1684,21.6719,,0.0,0.0,0.060791,3,252,0,364,7.4e-05,3.3125,-19.625,-10.9375,12.0,22.9375,731,True,734,1,6e-06,0.310547
arizona_tucson__to__missouri_kansas_city,arizona_tucson,missouri_kansas_city,Phoenix,Jefferson City,11,,,0.0,8.75,8.75,-5.8125,0.0,9.8896,22.9219,,0.0,0.0,0.08252,2,5944,0,391,0.016479,2.5,-15.125,-8.875,8.75,17.625,291,True,293,1,4.3e-05,0.310547
arizona_tucson__to__nebraska_omaha,arizona_tucson,nebraska_omaha,Phoenix,Lincoln,11,0.0,,0.0,10.5625,10.5625,1.5625,0.0,13.7012,23.9297,0.0,0.0,0.0,0.466797,1,476,0,993,7.5e-05,0.25,-17.3125,-7.0,10.5625,17.5625,114,True,115,1,0.000282,0.310547
arizona_tucson__to__nevada_las_vegas,arizona_tucson,nevada_las_vegas,Phoenix,Carson City,11,,,0.0,8.8125,9.6875,1.75,0.875,11.6254,21.1328,,0.0,0.0,0.035889,4,1853,0,3931,3.4e-05,1.875,-15.0625,-8.125,8.8125,16.9375,189,True,193,1,9.2e-05,0.310547
arizona_tucson__to__new_hampshire_manchester,arizona_tucson,new_hampshire_manchester,Phoenix,Concord,11,,,,-0.875,-0.875,-9.6562,0.0,9.2035,27.3594,,,,3e-05,966,36095,1450,2251,0.028687,0.5,-12.1875,-13.5625,-0.875,12.6875,64,False,2480,1,0.0,0.310547
arizona_tucson__to__new_mexico_albuquerque,arizona_tucson,new_mexico_albuquerque,Phoenix,Santa Fe,11,6.0,,0.0,8.6875,8.6875,6.25,0.0,11.831,24.1621,,0.0,0.0,0.075195,3,7307,0,69484,0.02771,-2.375,-15.1875,-4.125,8.6875,12.8125,15,True,18,1,0.005005,0.310547
arizona_tucson__to__new_york_new_york_city,arizona_tucson,new_york_new_york_city,Phoenix,Albany,11,,,0.0,10.0625,10.0625,2.4375,0.0,25.9937,35.4375,,4.0,4.0,0.083984,3,608,208,1973,0.004883,-2.875,-18.9375,-6.0,10.0625,16.0625,-149,True,62,1,0.000767,0.310547
arizona_tucson__to__north_dakota_fargo,arizona_tucson,north_dakota_fargo,Phoenix,Bismarck,11,,,0.0,8.625,12.125,3.0,3.5,13.1688,23.375,,0.0,0.0,0.077637,2,143,0,501,3.8e-05,5.875,-15.625,-12.875,8.625,21.5,1833,True,1835,1,1e-06,0.310547
arizona_tucson__to__ohio_cleveland,arizona_tucson,ohio_cleveland,Phoenix,Columbus,11,,,0.0,6.5625,8.875,8.875,2.3125,15.7183,24.5625,,10.0,10.0,0.044434,4,4,631,759,0.002991,-3.0625,-18.125,-8.5,6.5625,15.0625,-408,True,227,1,6.3e-05,0.310547
arizona_tucson__to__oklahoma_tulsa,arizona_tucson,oklahoma_tulsa,Phoenix,Oklahoma City,11,,,1.0,-6.7969,12.0,12.0,18.7969,14.3183,25.25,,9.0,6.0,0.110352,2,9,152233,9053,0.013184,-19.9219,-20.875,-7.75,-6.7969,0.9531,-152072,False,163,1,0.000134,0.310547
arizona_tucson__to__oregon_portland,arizona_tucson,oregon_portland,Phoenix,Salem,11,0.0,,0.0,11.3125,11.3125,-5.1562,0.0,16.6575,28.3047,0.0,0.0,0.0,0.710938,1,10282,0,3167,0.000931,4.0,-14.9375,-7.625,11.3125,18.9375,150,True,151,1,0.000151,0.310547
arizona_tucson__to__pennsylvania_philadelphia,arizona_tucson,pennsylvania_philadelphia,Phoenix,Harrisburg,11,0.0,,0.0,7.4375,8.0,3.875,0.5625,11.1969,21.5312,0.0,0.0,0.0,0.162109,1,1299,0,3633,0.00015,2.75,-12.4375,-7.75,7.4375,15.1875,162,True,163,1,0.000134,0.310547
arizona_tucson__to__rhode_island_warwick,arizona_tucson,rhode_island_warwick,Phoenix,Providence,11,,,0.0,8.25,9.3086,5.1875,1.0586000000000002,15.0151,27.5469,,7.0,7.0,0.033936,4,1031,17,13517,0.023315,2.6875,-16.5,-10.9375,8.25,19.1875,713,True,734,1,6e-06,0.310547
arizona_tucson__to__south_carolina_charleston,arizona_tucson,south_carolina_charleston,Phoenix,Columbia,11,0.0,,0.0,11.5625,11.8281,11.625,0.26559999999999917,13.0332,22.7109,0.0,0.0,0.0,0.5625,1,10,0,4270,0.000412,7.0,-13.3125,-8.75,11.5625,20.3125,253,True,254,1,4.9e-05,0.310547
arizona_tucson__to__south_dakota_sioux_falls,arizona_tucson,south_dakota_sioux_falls,Phoenix,Pierre,11,,,0.0,9.5625,9.5625,-8.5625,0.0,14.1213,29.1255,,,,0.001755,78,5185,0,381,0.003326,-3.125,-22.6875,-10.0,9.5625,19.5625,417,True,495,1,1.4e-05,0.310547
arizona_tucson__to__tennessee_memphis,arizona_tucson,tennessee_memphis,Phoenix,Nashville,11,,,0.0,0.1875,6.875,4.5,6.6875,15.5922,24.5312,,2.0,2.0,0.058838,3,906,3078,3162,0.00095,-4.8125,-15.9375,-10.9375,0.1875,11.125,-2347,True,734,1,6e-06,0.310547
arizona_tucson__to__texas_dallas,arizona_tucson,texas_dallas,Phoenix,Austin,11,,,0.0,5.5,14.5938,12.4375,9.0938,13.9819,25.9199,,0.0,0.0,0.100098,3,21,2,5096,0.000145,-1.875,-12.375,-5.0,5.5,10.5,30,True,35,1,0.00209,0.310547
arizona_tucson__to__utah_provo,arizona_tucson,utah_provo,Phoenix,Salt Lake City,11,,,0.0,3.0625,3.0625,0.625,0.0,8.0947,17.2187,,,,7.8e-05,506,96438,0,124434,4e-06,-4.4375,-15.125,-7.625,3.0625,10.6875,-355,True,151,1,0.000151,0.310547
arizona_tucson__to__vermont_burlington,arizona_tucson,vermont_burlington,Phoenix,Montpelier,11,,,0.0,11.6875,11.6875,-6.1875,0.0,8.6101,22.0625,,,,1.8e-05,955,2101,2632,173,0.116211,-3.125,-28.25,-13.4375,11.6875,25.125,-1220,True,2367,1,0.0,0.310547
arizona_tucson__to__virginia_virginia_beach,arizona_tucson,virginia_virginia_beach,Phoenix,Richmond,11,7.0,,0.0,7.0625,11.5625,8.5,4.5,16.8641,30.625,7.0,7.0,7.0,0.139648,1,10,659,1562,0.001999,0.25,-18.4375,-11.625,7.0625,18.6875,424,True,1084,1,3e-06,0.310547
arizona_tucson__to__washington_seattle,arizona_tucson,washington_seattle,Phoenix,Olympia,11,0.0,,0.0,8.3125,10.4375,1.4375,2.125,12.0375,22.625,,0.0,0.0,0.123047,2,3229,0,4406,3e-05,1.875,-13.4375,-7.0,8.3125,15.3125,113,True,115,1,0.000282,0.310547
arizona_tucson__to__west_virginia_huntington,arizona_tucson,west_virginia_huntington,Phoenix,Charleston,11,,,0.0,6.375,8.1016,2.0,1.7265999999999995,14.7693,27.7344,,7.0,7.0,0.064453,2,982,11,3347,0.002533,6.375,-11.375,-11.375,6.375,17.75,934,True,947,1,4e-06,0.310547
arizona_tucson__to__wyoming_casper,arizona_tucson,wyoming_casper,Phoenix,Cheyenne,11,,,0.0,0.125,2.125,-7.8125,2.0,9.6645,26.2979,,,,0.008179,18,10695,117,331,0.001328,-3.6875,-11.9375,-8.125,0.125,8.25,58,True,193,1,9.2e-05,0.310547
arkansas_fayetteville__to__alabama_birmingham,arkansas_fayetteville,alabama_birmingham,Little Rock,Montgomery,11,5.0,,0.0,7.4375,7.4375,7.2344,0.0,10.7641,23.875,5.0,5.0,0.0,0.351562,1,1709,8,24998,0.000854,-5.75,-14.9375,-1.75,7.4375,9.1875,12,True,21,4,0.008423,0.04834
arkansas_fayetteville__to__alaska_anchorage,arkansas_fayetteville,alaska_anchorage,Little Rock,Juneau,11,,,0.0,4.5625,6.75,1.5,2.1875,13.4736,23.5898,,,6.0,0.057373,6,929,711,1960,0.000232,-8.3125,-17.75,-4.875,4.5625,9.4375,-567,True,150,4,0.000368,0.04834
arkansas_fayetteville__to__arizona_tucson,arkansas_fayetteville,arizona_tucson,Little Rock,Phoenix,11,,,0.0,7.8438,10.9297,4.375,3.0859000000000005,12.2188,22.5938,,,,0.006561,20,334,234,3183,0.00061,-6.0,-17.7188,-3.875,7.8438,11.7188,-164,True,90,4,0.000999,0.04834
arkansas_fayetteville__to__arkansas_fayetteville,arkansas_fayetteville,arkansas_fayetteville,Little Rock,Little Rock,11,,,,0.0,0.0,0.0,0.0,6.4047,17.125,,4.0,4.0,0.049805,4,1429,187232,1429,0.049805,-28.8125,-28.8125,0.0,0.0,0.0,-187232,False,4,4,0.04834,0.04834
arkansas_fayetteville__to__california_oakland,arkansas_fayetteville,california_oakland,Little Rock,Sacramento,11,0.0,,0.0,14.0938,14.8125,8.9375,0.7187000000000001,13.9605,26.5859,0.0,0.0,0.0,0.279297,1,3,0,618,4.7e-05,-1.125,-17.7188,-2.5,14.0938,16.5938,33,True,34,4,0.003967,0.04834
arkansas_fayetteville__to__delaware_wilmington,arkansas_fayetteville,delaware_wilmington,Little Rock,Dover,11,,,0.0,5.6875,5.6875,-3.4375,0.0,11.5682,27.4219,,,0.0,0.019043,9,8536,0,2106,0.000641,-5.625,-14.3125,-3.0,5.6875,8.6875,41,True,50,4,0.002411,0.04834
arkansas_fayetteville__to__florida_miami,arkansas_fayetteville,florida_miami,Little Rock,Tallahassee,11,2.0,,0.0,4.25,7.875,7.875,3.625,17.1262,28.7734,2.0,2.0,2.0,0.185547,1,784,53,8162,0.000519,-6.0,-11.875,-1.625,4.25,5.875,-39,True,15,4,0.009521,0.04834
arkansas_fayetteville__to__georgia_savannah,arkansas_fayetteville,georgia_savannah,Little Rock,Atlanta,11,,,1.0,-2.5469,14.5469,14.5312,17.0938,14.9274,24.1719,,2.0,2.0,0.094727,3,21,41560,27234,0.00135,-21.6719,-20.125,-1.0,-2.5469,-1.5469,-41551,False,12,4,0.017822,0.04834
arkansas_fayetteville__to__hawaii_hilo,arkansas_fayetteville,hawaii_hilo,Little Rock,Honolulu,11,,,1.0,-0.9063,15.1367,4.375,16.043,9.9365,27.5625,,7.0,5.0,0.050049,3,22,10446,208,0.000152,-15.3125,-20.0312,-5.625,-0.9063,4.7187,-10237,False,212,4,0.000175,0.04834
arkansas_fayetteville__to__idaho_idaho_falls,arkansas_fayetteville,idaho_idaho_falls,Little Rock,Boise,11,5.0,,4.0,-6.754,8.1406,8.1406,14.894599999999999,13.6276,29.2949,,5.0,5.0,0.150391,2,1387,74833,27683,0.007477,-22.5352,-18.4062,-2.625,-6.754,-4.129,-74796,False,39,4,0.003494,0.04834
arkansas_fayetteville__to__illinois_chicago,arkansas_fayetteville,illinois_chicago,Little Rock,Springfield,11,5.0,,0.0,8.6875,10.25,10.25,1.5625,7.1312,18.3125,0.0,0.0,0.0,0.447266,1,508,0,23806,0.000893,0.25,-10.6875,-2.25,8.6875,10.9375,30,True,31,4,0.005096,0.04834
arkansas_fayetteville__to__indiana_fort_wayne,arkansas_fayetteville,indiana_fort_wayne,Little Rock,Indianapolis,11,5.0,,0.0,12.1562,17.0625,16.4375,4.9063,14.0104,25.7168,,2.0,2.0,0.104004,2,14,61,21601,0.000122,-6.75,-22.4062,-3.5,12.1562,15.6562,4,True,67,4,0.001457,0.04834
arkansas_fayetteville__to__kansas_wichita,arkansas_fayetteville,kansas_wichita,Little Rock,Topeka,11,,,1.0,-3.25,11.3828,4.375,14.6328,10.2957,19.8125,,3.0,3.0,0.049805,5,68,825,672,0.00119,-12.5,-11.75,-2.5,-3.25,-0.75,-796,False,34,4,0.003967,0.04834
arkansas_fayetteville__to__kentucky_louisville,arkansas_fayetteville,kentucky_louisville,Little Rock,Frankfort,11,,,0.0,13.0312,13.0312,-1.625,0.0,15.6984,26.4062,,0.0,0.0,0.074707,3,5450,2,3709,0.000269,-3.875,-19.0312,-2.125,13.0312,15.1562,20,True,25,4,0.005768,0.04834
arkansas_fayetteville__to__louisiana_new_orleans,arkansas_fayetteville,louisiana_new_orleans,Little Rock,Baton Rouge,11,0.0,,0.0,6.0625,12.3438,0.3125,6.2813,13.7551,23.0703,0.0,0.0,0.0,0.248047,1,389,0,471,0.005829,-1.0,-8.9375,-1.875,6.0625,7.9375,23,True,24,4,0.007416,0.04834
arkansas_fayetteville__to__maine_portland,arkansas_fayetteville,maine_portland,Little Rock,Augusta,11,,,0.0,6.5937,7.5781,7.5781,0.9843999999999999,13.4861,28.2773,,2.0,2.0,0.053711,5,1769,105,34167,0.000767,-9.5625,-16.9062,-0.75,6.5937,7.3437,-101,True,9,4,0.022827,0.04834
arkansas_fayetteville__to__maryland_baltimore,arkansas_fayetteville,maryland_baltimore,Little Rock,Annapolis,11,,,0.0,0.875,10.25,-5.4688,9.375,8.9914,26.4844,,,,0.008118,15,15524,1503,3675,0.000277,-9.3125,-13.0625,-2.875,0.875,3.75,-1473,True,45,4,0.002731,0.04834
arkansas_fayetteville__to__michigan_detroit,arkansas_fayetteville,michigan_detroit,Little Rock,Lansing,11,5.0,,0.0,2.0,10.3437,10.3437,8.3437,11.7187,24.5625,5.0,5.0,5.0,0.251953,1,478,30,23497,0.000744,-5.8125,-11.1875,-3.375,2.0,5.375,33,True,64,4,0.001656,0.04834
arkansas_fayetteville__to__minnesota_minneapolis,arkansas_fayetteville,minnesota_minneapolis,Little Rock,Saint Paul,11,0.0,,0.0,7.5625,10.5391,-4.75,2.9765999999999995,10.7312,21.7812,,0.0,0.0,0.355469,2,12400,0,4109,0.000185,1.875,-9.8125,-4.125,7.5625,11.6875,100,True,102,4,0.000782,0.04834
arkansas_fayetteville__to__mississippi_gulfport,arkansas_fayetteville,mississippi_gulfport,Little Rock,Jackson,11,0.0,,0.0,1.375,11.8438,9.25,10.4688,10.6726,22.7812,0.0,0.0,0.0,0.075684,1,257,0,6171,0.019165,-2.875,-7.75,-3.5,1.375,4.875,66,True,67,4,0.001457,0.04834
arkansas_fayetteville__to__missouri_kansas_city,arkansas_fayetteville,missouri_kansas_city,Little Rock,Jefferson City,11,,,0.0,4.25,4.25,1.875,0.0,11.6516,22.125,,0.0,0.0,0.051758,3,106,0,280,0.000736,-3.5,-11.0,-3.25,4.25,7.5,52,True,55,4,0.001877,0.04834
arkansas_fayetteville__to__montana_billings,arkansas_fayetteville,montana_billings,Little Rock,Helena,11,,,0.0,6.625,6.625,0.875,0.0,15.7536,29.2656,,0.0,0.0,0.133789,2,468,0,650,0.047607,-4.5,-13.875,-2.75,6.625,9.375,40,True,42,4,0.003082,0.04834
arkansas_fayetteville__to__nebraska_omaha,arkansas_fayetteville,nebraska_omaha,Little Rock,Lincoln,11,0.0,,0.0,10.125,10.125,3.25,0.0,14.3191,24.6953,0.0,0.0,0.0,0.371094,1,332,0,1571,0.000286,-3.125,-16.125,-2.875,10.125,13.0,44,True,45,4,0.002731,0.04834
arkansas_fayetteville__to__nevada_las_vegas,arkansas_fayetteville,nevada_las_vegas,Little Rock,Carson City,11,,,0.0,9.25,9.25,1.4375,0.0,10.6469,20.1875,,0.0,0.0,0.057617,4,1908,0,3592,6.6e-05,0.5,-13.25,-4.5,9.25,13.75,110,True,114,4,0.000538,0.04834
arkansas_fayetteville__to__new_jersey_newark,arkansas_fayetteville,new_jersey_newark,Little Rock,Trenton,11,6.0,,2.0,-4.75,16.5938,5.125,21.3438,11.9,22.5625,6.0,6.0,5.0,0.219727,1,17,1940,361,0.000954,-13.25,-10.625,-2.125,-4.75,-2.625,-1916,False,25,4,0.005768,0.04834
arkansas_fayetteville__to__new_mexico_albuquerque,arkansas_fayetteville,new_mexico_albuquerque,Little Rock,Santa Fe,11,,,0.0,10.8125,12.3887,3.9375,1.5762,10.171,24.8057,,0.0,0.0,0.061035,3,371,0,5418,0.000257,-1.5,-15.5625,-3.25,10.8125,14.0625,52,True,55,4,0.001877,0.04834
arkansas_fayetteville__to__north_carolina_charlotte,arkansas_fayetteville,north_carolina_charlotte,Little Rock,Raleigh,11,,,0.0,3.125,10.9531,10.9531,7.828099999999999,11.962,22.7812,,3.0,3.0,0.135742,2,500,13,29984,0.000477,-4.625,-6.25,1.5,3.125,1.625,-14,True,1,4,0.216797,0.04834
arkansas_fayetteville__to__north_dakota_fargo,arkansas_fayetteville,north_dakota_fargo,Little Rock,Bismarck,11,,,0.0,6.8125,9.75,0.0,2.9375,12.6597,23.5156,,0.0,0.0,0.097168,2,59,0,59,0.002472,-1.375,-11.5625,-3.375,6.8125,10.1875,62,True,64,4,0.001656,0.04834
arkansas_fayetteville__to__pennsylvania_philadelphia,arkansas_fayetteville,pennsylvania_philadelphia,Little Rock,Harrisburg,11,5.0,,0.0,7.625,10.3438,10.3438,2.7188,8.2781,21.4375,5.0,0.0,0.0,0.351562,1,528,4,25636,0.00082,-4.0,-12.0,-0.375,7.625,8.0,1,True,6,4,0.033203,0.04834
arkansas_fayetteville__to__south_carolina_charleston,arkansas_fayetteville,south_carolina_charleston,Little Rock,Columbia,11,0.0,,0.0,7.5,11.875,7.3125,4.375,11.9187,21.7031,0.0,0.0,0.0,0.412109,1,51,0,1096,0.001839,1.125,-7.625,-1.25,7.5,8.75,12,True,13,4,0.013855,0.04834
arkansas_fayetteville__to__south_dakota_sioux_falls,arkansas_fayetteville,south_dakota_sioux_falls,Little Rock,Pierre,11,,,0.0,4.0625,4.0625,-2.5313,0.0,11.6354,24.9062,,,,0.002975,40,529,1,114,0.003647,-4.875,-14.9375,-6.0,4.0625,10.0625,220,True,261,4,0.00012,0.04834
arkansas_fayetteville__to__tennessee_memphis,arkansas_fayetteville,tennessee_memphis,Little Rock,Nashville,11,,,0.0,1.9062,7.3125,6.375,5.4063,15.5406,24.8438,,2.0,2.0,0.052246,4,710,2721,4125,0.000664,-13.625,-17.2812,-1.75,1.9062,3.6562,-2704,True,21,4,0.008423,0.04834
arkansas_fayetteville__to__texas_dallas,arkansas_fayetteville,texas_dallas,Little Rock,Austin,11,,,0.0,5.0,12.7188,10.1875,7.7188,14.0892,26.1348,,3.0,0.0,0.07959,3,25,3,2107,0.000106,-4.5,-11.625,-2.125,5.0,7.125,19,True,25,4,0.005768,0.04834
arkansas_fayetteville__to__utah_provo,arkansas_fayetteville,utah_provo,Little Rock,Salt Lake City,11,,,0.0,4.3125,4.3125,-3.125,0.0,7.9805,18.0,,,,0.000141,256,91536,0,13109,7e-06,-3.4375,-13.125,-5.375,4.3125,9.6875,-61,True,195,4,0.000224,0.04834
arkansas_fayetteville__to__vermont_burlington,arkansas_fayetteville,vermont_burlington,Little Rock,Montpelier,11,,,0.0,7.1796,7.1796,-1.7188,0.0,8.6653,22.1875,,,,0.001328,85,784,19530,238,0.006744,-13.3438,-26.0234,-5.5,7.1796,12.6796,-19415,True,200,4,0.000197,0.04834
arkansas_fayetteville__to__virginia_virginia_beach,arkansas_fayetteville,virginia_virginia_beach,Little Rock,Richmond,11,,,0.0,4.875,15.1777,3.375,10.3027,13.9102,31.5156,,,,0.003204,17,125,963,716,0.00018,-8.5625,-14.9375,-1.5,4.875,6.375,-966,True,14,4,0.010803,0.04834
arkansas_fayetteville__to__west_virginia_huntington,arkansas_fayetteville,west_virginia_huntington,Little Rock,Charleston,11,,,0.0,8.6875,10.5312,-1.9375,1.8437000000000001,13.4681,24.7866,,9.0,9.0,0.025879,4,4193,11,1429,0.000475,-1.375,-12.1875,-2.125,8.6875,10.8125,10,True,25,4,0.005768,0.04834
arkansas_fayetteville__to__wisconsin_milwaukee,arkansas_fayetteville,wisconsin_milwaukee,Little Rock,Madison,11,,,0.0,2.1875,11.0625,9.8125,8.875,11.1188,20.8438,,3.0,3.0,0.087402,2,26,242,1827,0.000192,-6.8125,-13.375,-4.375,2.1875,6.5625,-135,True,109,4,0.000607,0.04834
arkansas_fayetteville__to__wyoming_casper,arkansas_fayetteville,wyoming_casper,Little Rock,Cheyenne,11,,,0.0,0.75,6.0,-1.9375,5.25,9.2792,25.5527,,,2.0,0.014954,10,5776,199,2710,0.001579,-6.4375,-11.8125,-4.625,0.75,5.375,-85,True,124,4,0.000473,0.04834
california_oakland__to__alabama_birmingham,california_oakland,alabama_birmingham,Sacramento,Montgomery,11,0.0,,0.0,10.75,11.9375,4.0937,1.1875,13.1125,23.0312,0.0,0.0,0.0,0.091797,1,3059,0,7631,5e-06,-2.25,-17.625,-4.625,10.75,15.375,67,True,68,1,0.001762,0.179688
california_oakland__to__alaska_anchorage,california_oakland,alaska_anchorage,Sacramento,Juneau,11,9.0,,0.0,8.0,11.0,11.0,3.0,12.0801,23.6328,7.0,4.0,4.0,0.333984,1,3007,254,70260,0.001602,-7.5625,-20.6875,-5.125,8.0,13.125,-159,True,96,1,0.001068,0.179688
california_oakland__to__arizona_tucson,california_oakland,arizona_tucson,Sacramento,Phoenix,11,4.0,,0.0,12.6562,17.5586,7.0,4.902399999999998,13.582,25.7188,4.0,2.0,2.0,0.40625,1,3,71,156,0.000106,-5.375,-22.7812,-4.75,12.6562,17.4062,-1,True,71,1,0.001556,0.179688
california_oakland__to__arkansas_fayetteville,california_oakland,arkansas_fayetteville,Sacramento,Little Rock,11,,,0.0,5.375,5.375,0.5,0.0,15.7254,26.7656,,0.0,0.0,0.165039,2,1616,0,2158,0.016357,-0.125,-11.25,-5.75,5.375,11.125,137,True,139,1,0.000572,0.179688
california_oakland__to__california_oakland,california_oakland,california_oakland,Sacramento,Sacramento,11,,,,0.0,0.0,0.0,0.0,11.4168,27.9785,,3.0,3.0,0.103027,3,90,179649,90,0.103027,-29.5312,-29.5312,0.0,0.0,0.0,-179651,False,1,1,0.179688,0.179688
california_oakland__to__colorado_colorado_springs,california_oakland,colorado_colorado_springs,Sacramento,Denver,11,5.0,,1.0,-2.6406,12.0,4.9062,14.6406,18.2555,31.9375,5.0,5.0,5.0,0.167969,1,452,222708,40535,0.000368,-29.375,-29.8594,-3.125,-2.6406,0.4844,-222696,False,13,1,0.007935,0.179688
california_oakland__to__connecticut_bridgeport,california_oakland,connecticut_bridgeport,Sacramento,Hartford,11,0.0,,0.0,11.3125,18.8281,1.0,7.515599999999999,14.0011,24.084,,0.0,0.0,0.125,2,11278,0,17510,2e-06,0.125,-15.9375,-4.75,11.3125,16.0625,69,True,71,1,0.001556,0.179688
california_oakland__to__delaware_wilmington,california_oakland,delaware_wilmington,Sacramento,Dover,11,,,0.0,8.25,8.25,3.8125,0.0,13.0592,27.6816,,0.0,0.0,0.047119,4,648,0,3666,0.000423,-2.5,-17.0,-6.25,8.25,14.5,163,True,167,1,0.000347,0.179688
california_oakland__to__florida_miami,california_oakland,florida_miami,Sacramento,Tallahassee,11,2.0,,0.0,7.5625,17.4375,9.4375,9.875,17.3346,28.7383,2.0,2.0,2.0,0.163086,1,869,66,13433,5e-06,-6.25,-16.9375,-3.125,7.5625,10.6875,-54,True,13,1,0.007935,0.179688
california_oakland__to__georgia_savannah,california_oakland,georgia_savannah,Sacramento,Atlanta,11,2.0,,1.0,-1.3125,14.0938,11.9375,15.4063,15.3469,24.6875,,2.0,2.0,0.137695,2,255,22993,7081,0.000931,-17.625,-20.3125,-4.0,-1.3125,2.6875,-22954,False,41,1,0.003296,0.179688
california_oakland__to__hawaii_hilo,california_oakland,hawaii_hilo,Sacramento,Honolulu,11,9.0,,0.0,1.1875,13.75,13.75,12.5625,13.117,27.0352,9.0,9.0,9.0,0.240234,1,22,2211,21655,0.007263,-14.5625,-19.75,-4.0,1.1875,5.1875,-2171,True,41,1,0.003296,0.179688
california_oakland__to__idaho_idaho_falls,california_oakland,idaho_idaho_falls,Sacramento,Boise,11,,,0.0,3.7031,13.041,4.625,9.337900000000001,13.6477,23.7285,,4.0,4.0,0.079102,2,57,61834,708,2.6e-05,-22.0781,-29.2812,-3.5,3.7031,7.2031,-61807,True,29,1,0.005432,0.179688
california_oakland__to__illinois_chicago,california_oakland,illinois_chicago,Sacramento,Springfield,11,0.0,,0.0,17.9062,17.9062,12.375,0.0,8.9031,18.3125,0.0,0.0,0.0,0.585938,1,22,0,3396,1e-06,0.75,-21.4062,-4.25,17.9062,22.1562,53,True,54,1,0.002563,0.179688
california_oakland__to__indiana_fort_wayne,california_oakland,indiana_fort_wayne,Sacramento,Indianapolis,11,7.0,,0.0,11.75,16.875,7.5,5.125,15.0023,24.9062,7.0,4.0,2.0,0.15332,1,923,36,18382,4e-05,-7.0,-22.25,-3.5,11.75,15.25,-8,True,29,1,0.005432,0.179688
california_oakland__to__iowa_cedar_rapids,california_oakland,iowa_cedar_rapids,Sacramento,Des Moines,11,,,0.0,8.1875,9.3125,4.8125,1.125,15.3859,25.5859,,7.0,0.0,0.036133,5,1701,3,12958,0.001595,-2.875,-16.5625,-5.5,8.1875,13.6875,112,True,120,1,0.000736,0.179688
