domain,from_slug,to_slug,is_identity,K_src,K_tgt,ref_sum_src,ref_sum_tgt,achieved_sum_src,achieved_sum_tgt,ablate_count,amplify_count,hit_default,hit_m_tuned,best_hit,has_m_tuned,m_tuned_value,m_tuned_steps,from_suppressed_default,best_gap_default,gap_closure_default,vs_max_default,vs_topk_default,labeled_winning_variant,labeled_used_m_tuned,labeled_hit,labeled_best_gap,labeled_n_ablate,labeled_n_amplify,labeled_ref_sum_src,labeled_ref_sum_tgt
usa,alabama_birmingham,new_jersey_newark,0,5,13,0.043793,0.093547,0.046468943357467304,0.09546983242034848,5,13,0,,0,0,,,1,5.125,0.0,-1.25,-0.5,add_state_capital,1,1,7.5,0,100,0.043793,0.093547
usa,alabama_birmingham,new_mexico_albuquerque,0,3,8,0.028581,0.067149,0.028834462165832304,0.0716367959976192,3,8,0,,0,0,,,1,0.8125,0.0,-3.1875,-2.6458,add_capital,0,1,9.0,26,38,0.028581,0.067149
usa,alabama_birmingham,new_york_new_york_city,0,6,14,0.050107,0.078929,0.054197490215301104,0.08279842138290351,6,14,0,,0,0,,,1,5.1875,0.0,-3.875,-2.4167,add_capital_city,0,1,12.9805,52,68,0.050107,0.078929
usa,alabama_birmingham,north_carolina_charlotte,0,5,16,0.043793,0.095282,0.046468943357467304,0.09875631332397361,5,16,0,,0,0,,,1,6.6875,0.0,-1.875,-1.75,add_state_capital,0,0,8.3125,36,52,0.043793,0.095282
usa,alabama_birmingham,north_dakota_fargo,0,8,25,0.065319,0.119191,0.0689810514450068,0.12166801095008711,8,25,0,,0,0,,,1,10.0,0.0,0.5,0.8333,add_state_capital_city,0,1,10.9063,62,92,0.065319,0.119191
usa,alabama_birmingham,ohio_cleveland,0,2,3,0.015212,0.024335,0.019677132368087602,0.0285024642944335,2,3,0,,0,0,,,1,2.875,8.75,0.0625,0.1458,add_state,0,1,9.125,10,11,0.015212,0.024335
usa,alabama_birmingham,oklahoma_tulsa,0,8,20,0.065319,0.117384,0.0689810514450068,0.1181067824363698,8,20,0,,0,0,,,1,-0.9375,0.0,-4.0,-1.0833,add_state_capital_city,0,0,22.3438,62,73,0.065319,0.117384
usa,alabama_birmingham,oregon_portland,0,5,9,0.043793,0.068109,0.046468943357467304,0.07181352376937811,5,9,0,,0,0,,,1,-0.25,0.0,-6.75,-4.375,add_state_capital,0,1,13.0625,36,42,0.043793,0.068109
usa,alabama_birmingham,pennsylvania_philadelphia,0,2,2,0.015212,0.022468,0.019677132368087602,0.0252777636051177,2,2,0,,0,0,,,1,0.875,3.1562,0.75,1.4583,add_state,0,1,6.5,10,13,0.015212,0.022468
usa,alabama_birmingham,rhode_island_warwick,0,2,2,0.015212,0.014348,0.019677132368087602,0.019751131534576402,2,2,0,,0,0,,,0,-3.9375,0.0,-3.625,-2.5,add_state,0,1,14.5625,10,14,0.015212,0.014348
usa,alabama_birmingham,south_carolina_charleston,0,8,17,0.065319,0.097522,0.0689810514450068,0.0992006957530968,8,17,0,,0,0,,,1,3.5625,0.0,-5.0,-4.2917,add_state_capital_city,0,1,12.7344,62,71,0.065319,0.097522
usa,alabama_birmingham,south_dakota_sioux_falls,0,3,5,0.028581,0.041289,0.028834462165832304,0.0419165790081022,3,5,0,,0,0,,,1,0.9375,0.0,-3.9375,-3.3125,add_capital,1,1,4.625,0,69,0.028581,0.041289
usa,alabama_birmingham,tennessee_memphis,0,8,16,0.065319,0.094088,0.0689810514450068,0.09660190343856719,8,16,0,,0,0,,,1,0.125,1.1875,-2.0,-1.3958,add_state_capital_city,0,0,6.3125,62,82,0.065319,0.094088
usa,alabama_birmingham,texas_dallas,0,5,13,0.043793,0.088835,0.046468943357467304,0.08942797780036871,5,13,0,,0,0,,,1,0.25,2.875,-3.75,-1.625,add_state_capital,0,1,8.9609,36,49,0.043793,0.088835
usa,alabama_birmingham,utah_provo,0,5,16,0.043793,0.088992,0.046468943357467304,0.09011638164520179,5,16,0,,0,0,,,1,1.5,0.0,-6.6875,-4.3125,add_state_capital,0,1,23.7344,36,48,0.043793,0.088992
usa,alabama_birmingham,vermont_burlington,0,2,1,0.015212,0.008588,0.019677132368087602,0.0109395384788513,2,1,0,,0,0,,,1,-3.1875,4.5625,-2.8125,-1.625,add_state,0,0,5.9766,10,8,0.015212,0.008588
usa,alabama_birmingham,virginia_virginia_beach,0,5,18,0.043793,0.106594,0.046468943357467304,0.10867461562156579,5,18,0,,0,0,,,1,4.0625,0.0,-3.875,-0.5625,add_state_capital,0,0,13.5156,36,75,0.043793,0.106594
usa,alabama_birmingham,washington_seattle,0,6,14,0.050107,0.111278,0.054197490215301104,0.11311852931976257,6,14,0,,0,0,,,1,10.0,0.0,2.125,2.5417,add_capital_city,0,0,9.4375,52,59,0.050107,0.111278
usa,alabama_birmingham,west_virginia_huntington,0,2,3,0.015212,0.01979,0.019677132368087602,0.0283437371253966,2,3,0,,0,0,,,0,-1.5,2.4375,-1.625,-1.5625,add_state,0,0,8.0009,10,13,0.015212,0.01979
usa,alabama_birmingham,wisconsin_milwaukee,0,5,14,0.043793,0.093327,0.046468943357467304,0.09531667828559798,5,14,0,,0,0,,,1,5.5625,0.0,-3.5625,-0.1667,add_state_capital,0,1,13.4922,36,55,0.043793,0.093327
usa,alabama_birmingham,wyoming_casper,0,8,28,0.065319,0.122263,0.0689810514450068,0.12423130869865288,8,28,0,,0,0,,,1,10.125,0.0,1.25,1.9167,add_state_capital_city,0,0,16.3281,62,99,0.065319,0.122263
usa,alaska_anchorage,alabama_birmingham,0,12,5,0.081949,0.043793,0.08247044682502691,0.046468943357467304,12,5,0,,0,0,,,1,-1.3125,1.9375,-1.5,-0.875,add_state_capital,0,1,20.3555,50,36,0.081949,0.043793
usa,alaska_anchorage,alaska_anchorage,1,4,0,0.037551,0.0,0.0404727160930631,0.0,4,0,0,,0,0,,,1,0.0,0.0,2.0,2.75,add_city,0,1,0.0,37,0,0.037551,0.0
usa,alaska_anchorage,arizona_tucson,0,11,9,0.075674,0.076868,0.0782344937324519,0.079487562179565,11,9,0,,0,0,,,1,-1.875,2.875,-1.5,-1.25,add_state_city,0,1,28.3125,54,52,0.075674,0.076868
usa,alaska_anchorage,arkansas_fayetteville,0,12,12,0.081378,0.079819,0.08247044682502691,0.08001402020454342,12,12,0,,0,0,,,1,-1.375,9.3125,0.0,0.9167,add_capital_city,0,1,28.6875,70,60,0.081378,0.079819
usa,alaska_anchorage,california_oakland,0,4,3,0.038122,0.022923,0.0404727160930631,0.0324090123176573,4,3,0,,0,0,,,0,10.1875,0.0,-3.125,-2.6667,add_state,0,1,23.1953,17,10,0.038122,0.022923
usa,alaska_anchorage,colorado_colorado_springs,0,12,21,0.081949,0.113505,0.08247044682502691,0.11549842357635401,12,21,0,,0,0,,,1,-3.25,8.9219,-1.75,-0.5417,add_state_capital,0,1,22.4863,50,74,0.081949,0.113505
usa,alaska_anchorage,connecticut_bridgeport,0,12,12,0.081949,0.075791,0.08247044682502691,0.0762817561626429,12,12,0,,0,0,,,1,-3.125,0.0,-3.75,-2.875,add_state_capital,0,1,22.1562,50,44,0.081949,0.075791
usa,alaska_anchorage,delaware_wilmington,0,12,11,0.081949,0.070364,0.08247044682502691,0.074501454830169,12,11,0,,0,0,,,1,12.6563,17.7813,-3.7812,-3.1145,add_state_capital,1,1,12.9688,0,97,0.081949,0.070364
usa,alaska_anchorage,florida_miami,0,12,14,0.081949,0.088079,0.08247044682502691,0.0885412395000451,12,14,0,,0,0,,,1,4.5508,5.8008,-2.0,-1.0417,add_state_capital,0,1,19.4482,50,41,0.081949,0.088079
usa,alaska_anchorage,georgia_savannah,0,12,10,0.081949,0.076556,0.08247044682502691,0.0765593945980068,12,10,0,,0,0,,,1,-3.125,2.875,-2.125,-1.4167,add_state_capital,0,1,20.6016,50,41,0.081949,0.076556
usa,alaska_anchorage,hawaii_hilo,0,24,27,0.119501,0.128488,0.12105402350425591,0.1302779316902146,24,27,0,,0,0,,,1,2.2343,3.4843,0.25,0.2917,add_state_capital_city,0,1,22.1758,87,85,0.119501,0.128488
usa,alaska_anchorage,idaho_idaho_falls,0,11,58,0.075674,0.170058,0.0782344937324519,0.17096129059791296,11,58,0,,0,0,,,1,-1.25,4.0,-0.125,0.0417,add_state_city,0,1,17.9219,54,125,0.075674,0.170058
usa,alaska_anchorage,illinois_chicago,0,12,10,0.081949,0.065123,0.08247044682502691,0.06984955072402908,12,10,0,,0,0,,,1,-1.625,0.8125,-2.3125,-1.2708,add_state_capital,0,1,29.8125,50,42,0.081949,0.065123
usa,alaska_anchorage,indiana_fort_wayne,0,12,18,0.081949,0.093249,0.08247044682502691,0.09352511167526162,12,18,0,,0,0,,,1,-2.3125,0.5625,-3.875,-3.25,add_state_capital,0,1,15.4453,50,74,0.081949,0.093249
usa,alaska_anchorage,iowa_cedar_rapids,0,4,2,0.038122,0.022024,0.0404727160930631,0.023174256086349397,4,2,0,,0,0,,,1,19.2188,0.0,0.0938,2.323,add_state,0,1,15.75,17,10,0.038122,0.022024
usa,alaska_anchorage,kansas_wichita,0,12,13,0.081949,0.086975,0.08247044682502691,0.0885746479034418,12,13,0,,0,0,,,1,-1.0312,1.0938,-3.25,-2.2083,add_state_capital,1,1,14.7188,0,113,0.081949,0.086975
usa,alaska_anchorage,kentucky_louisville,0,5,11,0.043827,0.062804,0.046729892492294,0.0660930871963495,5,11,0,,0,0,,,1,-0.125,0.0,-1.0,-0.2917,add_capital,0,1,19.375,33,37,0.043827,0.062804
usa,alaska_anchorage,louisiana_new_orleans,0,12,12,0.081949,0.089234,0.08247044682502691,0.09012401103973329,12,12,0,,0,0,,,1,-2.625,0.0,-2.625,-1.75,add_state_capital,0,1,17.7188,50,49,0.081949,0.089234
usa,alaska_anchorage,maine_portland,0,4,2,0.038122,0.013432,0.0404727160930631,0.0203711092472076,4,2,0,,0,0,,,0,10.0,0.0,0.25,0.8333,add_state,0,0,17.8438,17,10,0.038122,0.013432
usa,alaska_anchorage,maryland_baltimore,0,12,11,0.081949,0.079744,0.08247044682502691,0.08178156614303542,12,11,0,,0,0,,,1,-0.8125,1.5,-2.375,-2.25,add_state_capital,0,1,15.3125,50,50,0.081949,0.079744
usa,alaska_anchorage,massachusetts_worcester,0,12,9,0.081949,0.063873,0.08247044682502691,0.0672323107719415,12,9,0,,0,0,,,1,15.9062,26.2812,-0.625,0.3333,add_state_capital,0,1,17.9375,50,47,0.081949,0.063873
usa,alaska_anchorage,michigan_detroit,0,4,3,0.038122,0.037074,0.0404727160930631,0.0378794670104979,4,3,0,,0,0,,,0,12.5625,0.0,-4.1875,-1.8958,add_state,0,1,19.75,17,12,0.038122,0.037074
usa,alaska_anchorage,minnesota_minneapolis,0,5,10,0.043827,0.073308,0.046729892492294,0.07724401354789681,5,10,0,,0,0,,,1,7.5,18.8125,6.75,6.8958,add_capital,0,1,23.2578,33,40,0.043827,0.073308
usa,alaska_anchorage,mississippi_gulfport,0,5,5,0.043827,0.036239,0.046729892492294,0.040696829557418594,5,5,0,,0,0,,,1,-1.3125,11.0625,-2.4375,-1.8333,add_capital,0,1,17.3125,33,29,0.043827,0.036239
usa,alaska_anchorage,missouri_kansas_city,0,5,7,0.043827,0.053523,0.046729892492294,0.0582804679870601,5,7,0,,0,0,,,1,-0.125,6.3125,2.75,3.1042,add_capital,0,1,17.7812,33,36,0.043827,0.053523
usa,alaska_anchorage,montana_billings,0,4,3,0.038122,0.023931,0.0404727160930631,0.0289728045463561,4,3,0,,0,0,,,0,2.75,0.0,-0.625,-0.1667,add_state,0,0,18.6562,17,12,0.038122,0.023931
usa,alaska_anchorage,nebraska_omaha,0,12,18,0.081949,0.100701,0.08247044682502691,0.10109111666679309,12,18,0,,0,0,,,1,-2.375,0.0,-2.625,-1.2083,add_state_capital,0,1,20.0078,50,62,0.081949,0.100701
usa,alaska_anchorage,nevada_las_vegas,0,12,10,0.081949,0.06891,0.08247044682502691,0.0726086497306817,12,10,0,,0,0,,,1,-5.0,0.0,-3.75,-2.4167,add_state_capital,0,1,17.0625,50,51,0.081949,0.06891
usa,alaska_anchorage,new_hampshire_manchester,0,12,4,0.081949,0.032231,0.08247044682502691,0.0355462133884428,12,4,0,,0,0,,,1,-6.125,1.375,-6.875,-5.625,add_state_capital,0,0,8.125,50,27,0.081949,0.032231
usa,alaska_anchorage,new_jersey_newark,0,12,13,0.081949,0.093547,0.08247044682502691,0.09546983242034848,12,13,0,,0,0,,,1,-0.625,0.0,-0.5,0.375,add_state_capital,0,1,25.7188,50,64,0.081949,0.093547
usa,alaska_anchorage,new_mexico_albuquerque,0,5,8,0.043827,0.067149,0.046729892492294,0.0716367959976192,5,8,0,,0,0,,,1,2.5625,10.1875,-1.0,-0.6667,add_capital,0,1,16.1562,33,38,0.043827,0.067149
usa,alaska_anchorage,new_york_new_york_city,0,12,14,0.081378,0.078929,0.08247044682502691,0.08279842138290351,12,14,0,,0,0,,,1,1.3907,4.6407,-1.625,-1.0417,add_capital_city,0,1,12.8125,70,68,0.081378,0.078929
usa,alaska_anchorage,north_carolina_charlotte,0,5,8,0.043827,0.058635,0.046729892492294,0.0613159537315364,5,8,0,,0,0,,,1,-1.625,0.0,-1.625,-1.125,add_capital,0,0,14.3906,33,35,0.043827,0.058635
usa,alaska_anchorage,north_dakota_fargo,0,24,25,0.119501,0.119191,0.12105402350425591,0.12166801095008711,24,25,0,,0,0,,,1,2.875,0.0,0.25,1.1667,add_state_capital_city,0,0,26.625,87,92,0.119501,0.119191
usa,alaska_anchorage,ohio_cleveland,0,4,3,0.038122,0.024335,0.0404727160930631,0.0285024642944335,4,3,0,,0,0,,,1,5.8594,0.0,0.5625,1.2292,add_state,0,1,18.9531,17,11,0.038122,0.024335
usa,alaska_anchorage,oklahoma_tulsa,0,24,20,0.119501,0.117384,0.12105402350425591,0.1181067824363698,24,20,0,,0,0,,,1,-1.0,4.625,-3.25,-2.3125,add_state_capital_city,0,0,20.9922,87,73,0.119501,0.117384
usa,alaska_anchorage,oregon_portland,0,12,9,0.081949,0.068109,0.08247044682502691,0.07181352376937811,12,9,0,,0,0,,,1,-6.0,2.8125,-5.75,-5.0,add_state_capital,0,1,17.5312,50,42,0.081949,0.068109
usa,alaska_anchorage,pennsylvania_philadelphia,0,12,11,0.081949,0.078236,0.08247044682502691,0.0815298259258264,12,11,0,,0,0,,,1,2.6562,2.5312,-1.375,-0.6667,add_state_capital,0,1,22.8125,50,49,0.081949,0.078236
usa,alaska_anchorage,rhode_island_warwick,0,4,4,0.037551,0.029111,0.0404727160930631,0.038171917200088404,4,4,0,,0,0,,,1,-0.875,1.25,-1.625,-0.9792,add_city,0,0,16.75,37,37,0.037551,0.029111
usa,alaska_anchorage,south_carolina_charleston,0,24,17,0.119501,0.097522,0.12105402350425591,0.0992006957530968,24,17,0,,0,0,,,1,3.6484,6.1484000000000005,1.25,1.8125,add_state_capital_city,0,1,24.7656,87,71,0.119501,0.097522
usa,alaska_anchorage,south_dakota_sioux_falls,0,24,36,0.119501,0.136498,0.12105402350425591,0.13784584403037822,24,36,0,,0,0,,,1,-1.3125,2.0,-4.375,-4.0417,add_state_capital_city,0,1,15.5,87,141,0.119501,0.136498
usa,alaska_anchorage,tennessee_memphis,0,4,3,0.038122,0.027131,0.0404727160930631,0.0274381339550017,4,3,0,,0,0,,,1,-3.9375,0.6875,-4.25,-3.6667,add_state,0,0,18.8281,17,13,0.038122,0.027131
usa,alaska_anchorage,texas_dallas,0,12,13,0.081949,0.088835,0.08247044682502691,0.08942797780036871,12,13,0,,0,0,,,1,1.0312,13.0937,-3.3125,-3.2292,add_state_capital,0,1,15.5312,50,49,0.081949,0.088835
usa,alaska_anchorage,utah_provo,0,11,12,0.075674,0.074732,0.0782344937324519,0.0761228799819941,11,12,0,,0,0,,,1,4.4922,10.1797,-5.2734,-4.6588,add_state_city,0,1,21.5234,54,60,0.075674,0.074732
usa,alaska_anchorage,vermont_burlington,0,4,1,0.038122,0.008588,0.0404727160930631,0.0109395384788513,4,1,0,,0,0,,,1,8.5547,0.0,-0.875,0.5833,add_state,0,0,16.1719,17,8,0.038122,0.008588
usa,alaska_anchorage,virginia_virginia_beach,0,12,18,0.081949,0.106594,0.08247044682502691,0.10867461562156579,12,18,0,,0,0,,,1,-0.625,2.125,-4.5781,-3.776,add_state_capital,0,1,15.6875,50,75,0.081949,0.106594
usa,alaska_anchorage,washington_seattle,0,12,6,0.081949,0.063193,0.08247044682502691,0.0722551047801969,12,6,0,,0,0,,,0,8.0625,0.0,2.0,4.2917,add_state_capital,0,1,12.6875,50,33,0.081949,0.063193
usa,alaska_anchorage,west_virginia_huntington,0,4,3,0.038122,0.01979,0.0404727160930631,0.0283437371253966,4,3,0,,0,0,,,1,5.0938,0.0,-6.3125,-5.8125,add_state,0,0,10.4375,17,13,0.038122,0.01979
usa,alaska_anchorage,wisconsin_milwaukee,0,12,14,0.081949,0.093327,0.08247044682502691,0.09531667828559798,12,14,0,,0,0,,,1,6.2266,9.851600000000001,-3.9687,-2.9167,add_state_capital,0,1,10.9375,50,55,0.081949,0.093327
usa,alaska_anchorage,wyoming_casper,0,24,28,0.119501,0.122263,0.12105402350425591,0.12423130869865288,24,28,0,,0,0,,,1,2.25,0.0,2.25,2.75,add_state_capital_city,0,1,29.0,87,99,0.119501,0.122263
usa,arizona_tucson,alabama_birmingham,0,11,5,0.08954,0.043793,0.0900637805461878,0.046468943357467304,11,5,0,,0,0,,,1,1.3438,0.7813000000000001,-3.5,-2.5417,add_state_capital,0,1,12.1875,47,36,0.08954,0.043793
usa,arizona_tucson,alaska_anchorage,0,5,4,0.049031,0.038122,0.0531741380691526,0.0404727160930631,5,4,0,,0,0,,,1,10.75,0.0,3.375,3.625,add_state,0,0,12.375,16,17,0.049031,0.038122
usa,arizona_tucson,arizona_tucson,1,3,0,0.027837,0.0,0.0366382300853728,0.0,3,0,1,,1,0,,,0,0.0,0.0,6.875,7.2917,add_city,0,1,0.0,36,0,0.027837,0.0
usa,arizona_tucson,arkansas_fayetteville,0,8,12,0.068347,0.079819,0.0733534693717953,0.08001402020454342,8,12,0,,0,0,,,1,-0.625,4.75,-0.375,0.2917,add_capital_city,0,1,14.3125,67,60,0.068347,0.079819
usa,arizona_tucson,california_oakland,0,11,10,0.08954,0.069181,0.0900637805461878,0.0726096034049982,11,10,0,,0,0,,,1,3.5625,3.5625,-1.375,-0.8542,add_state_capital,0,1,12.0625,47,37,0.08954,0.069181
usa,arizona_tucson,colorado_colorado_springs,0,11,21,0.08954,0.113505,0.0900637805461878,0.11549842357635401,11,21,0,,0,0,,,1,1.5625,14.4688,-1.875,-1.2292,add_state_capital,0,1,18.7969,47,74,0.08954,0.113505
usa,arizona_tucson,connecticut_bridgeport,0,19,22,0.117378,0.107643,0.1180822551250447,0.1101445853710166,19,22,0,,0,0,,,1,1.875,0.0,-4.625,-3.375,add_state_capital_city,0,1,17.4844,83,79,0.117378,0.107643
usa,arizona_tucson,delaware_wilmington,0,11,11,0.08954,0.070364,0.0900637805461878,0.074501454830169,11,11,0,,0,0,,,1,0.125,0.0,-5.5,-5.1042,add_state_capital,1,1,7.625,0,94,0.08954,0.070364
usa,arizona_tucson,florida_miami,0,19,21,0.117378,0.11374,0.1180822551250447,0.1156351566314687,19,21,0,,0,0,,,1,1.75,0.0,-4.625,-4.0,add_state_capital_city,0,1,21.1094,83,66,0.117378,0.11374
usa,arizona_tucson,georgia_savannah,0,8,13,0.068347,0.086689,0.0733534693717953,0.0914794802665705,8,13,0,,0,0,,,1,-1.375,3.1875,-2.0,-1.5833,add_capital_city,0,0,18.7188,67,63,0.068347,0.086689
usa,arizona_tucson,hawaii_hilo,0,11,12,0.08954,0.084043,0.0900637805461878,0.08735671639442369,11,12,0,,0,0,,,1,4.3125,0.0,-1.75,-1.5,add_state_capital,0,1,15.875,47,40,0.08954,0.084043
usa,arizona_tucson,idaho_idaho_falls,0,11,20,0.08954,0.106154,0.0900637805461878,0.10615447163581762,11,20,0,,0,0,,,1,0.0,3.0625,-3.25,-1.5,add_state_capital,0,0,9.6094,47,81,0.08954,0.106154
usa,arizona_tucson,illinois_chicago,0,11,10,0.08954,0.065123,0.0900637805461878,0.06984955072402908,11,10,0,,0,0,,,1,-0.875,0.25,-5.9375,-4.6042,add_state_capital,0,1,11.0547,47,42,0.08954,0.065123
