dataset,entity,G_Repl,S_Repl,G_Comp,S_Comp,n_nodes,n_features,n_error_nodes,n_embed_nodes,n_logit_nodes,n_features_pinned,n_features_total,pinned_fraction
usa_states_fact_batch,maryland_baltimore,0.5836711536826933,0.5245280926257208,0.8677219886352706,0.831896988591857,1523,1349,153,11,10,1290,1349,0.9562638991845812
usa_states_fact_batch,massachusetts_worcester,0.5835149094766519,0.5430094279915256,0.8652498520959072,0.8411154679873676,1577,1397,159,11,10,1347,1397,0.9642090193271295
usa_states_fact_batch,michigan_detroit,0.5682282070809959,0.5245166266973021,0.8575471550001538,0.8300521306104034,1484,1309,154,11,10,1259,1309,0.9618029029793735
usa_states_fact_batch,minnesota_minneapolis,0.5970753559881835,0.5570279821709105,0.8690659088864527,0.8457030526656477,1581,1400,160,11,10,1341,1400,0.9578571428571429
usa_states_fact_batch,mississippi_gulfport,0.5665749982196194,0.5316130619079517,0.8615540184647105,0.8405469123519185,1699,1503,174,12,10,1457,1503,0.9693945442448436
usa_states_fact_batch,missouri_kansas_city,0.595659951672798,0.5693397612052932,0.8683398229616773,0.8532867492266866,1589,1395,172,12,10,1356,1395,0.9720430107526882
usa_states_fact_batch,montana_billings,0.5742926135746442,0.5308399591594416,0.8639623967495917,0.8378046403719422,1549,1376,152,11,10,1324,1376,0.9622093023255814
usa_states_fact_batch,nebraska_omaha,0.5759203508494568,0.5379990856128535,0.8614332039182564,0.8384021917378054,1524,1352,151,11,10,1301,1352,0.9622781065088757
usa_states_fact_batch,nevada_las_vegas,0.5780105951691044,0.5371762392892127,0.8633622235372616,0.8387484526323793,1617,1417,178,12,10,1364,1417,0.9625970359915315
usa_states_fact_batch,new_hampshire_manchester,0.6089701688116569,0.5686024649336967,0.8721679087914617,0.8489589684344635,1570,1390,159,11,10,1334,1390,0.9597122302158273
usa_states_fact_batch,new_jersey_newark,0.5719373563936411,0.5384590113808,0.8619690291537897,0.8419205910268132,1534,1355,158,11,10,1305,1355,0.9630996309963099
usa_states_fact_batch,new_mexico_albuquerque,0.5963172957072073,0.5465656133962014,0.8711323286590196,0.8420740888284179,1574,1400,153,11,10,1350,1400,0.9642857142857143
usa_states_fact_batch,new_york_new_york_city,0.5902950626766369,0.5536926789757831,0.8663901237057257,0.8448321492780276,1545,1350,172,13,10,1307,1350,0.9681481481481482
usa_states_fact_batch,north_carolina_charlotte,0.5745926601327537,0.5058598989436645,0.8651015934447491,0.8220156726175951,1554,1377,156,11,10,1321,1377,0.9593318809005084
usa_states_fact_batch,north_dakota_fargo,0.5978695855504034,0.5302174983507035,0.8677199611548124,0.8257484567639561,1541,1369,151,11,10,1314,1369,0.9598246895544192
usa_states_fact_batch,ohio_cleveland,0.5843540421572044,0.5510411739499328,0.8660454630336406,0.8465621933427077,1562,1380,161,11,10,1332,1380,0.9652173913043478
usa_states_fact_batch,oklahoma_tulsa,0.5966183856097413,0.5591624108795257,0.8680902513290312,0.8461852175229583,1523,1346,156,11,10,1291,1346,0.9591381872213968
usa_states_fact_batch,oregon_portland,0.5755196100627585,0.5412201586704712,0.8612335865629404,0.8405159628200467,1582,1401,160,11,10,1347,1401,0.961456102783726
usa_states_fact_batch,pennsylvania_philadelphia,0.5721635528438573,0.5362106602803294,0.8616085378845989,0.8399200181620892,1544,1365,158,11,10,1314,1365,0.9626373626373627
usa_states_fact_batch,rhode_island_warwick,0.5727886182257588,0.5328051634283795,0.8616210848636535,0.8373136573791963,1584,1402,161,11,10,1348,1402,0.9614835948644793
usa_states_fact_batch,south_carolina_charleston,0.587390901770984,0.5269910043187102,0.8701382335537413,0.834065794752332,1574,1397,156,11,10,1337,1397,0.9570508231925555
usa_states_fact_batch,south_dakota_sioux_falls,0.5766656612686829,0.5344556574560828,0.8645354825937516,0.8392631243479759,1661,1468,171,12,10,1414,1468,0.9632152588555858
usa_states_fact_batch,tennessee_memphis,0.58989528300568,0.555059232555905,0.8670393966352756,0.8466915810620116,1554,1375,158,11,10,1327,1375,0.9650909090909091
usa_states_fact_batch,texas_dallas,0.585322609676852,0.5262101619780108,0.8682800644430485,0.8325971051245714,1490,1312,157,11,10,1259,1312,0.9596036585365854
usa_states_fact_batch,texas_dallas__clt-hp_wrong_transcoder,0.6938737550205794,0.6846789413247191,0.892359683796822,0.8876376361591272,415,304,90,11,10,297,304,0.9769736842105263
usa_states_fact_batch,utah_provo,0.5867806997966433,0.559591062452371,0.8675890825821394,0.8520195404083396,1524,1354,149,11,10,1309,1354,0.9667651403249631
usa_states_fact_batch,vermont_burlington,0.5820209959867845,0.5389783554733887,0.8644486960956281,0.8385500647497642,1578,1399,158,11,10,1337,1399,0.9556826304503216
usa_states_fact_batch,virginia_virginia_beach,0.56726543243986,0.5372822487201763,0.8629931011881945,0.8453247468251649,1606,1419,165,12,10,1372,1419,0.966878083157153
usa_states_fact_batch,washington_seattle,0.5579752972538772,0.5228159565540625,0.855030363246786,0.8329745843887486,1485,1308,156,11,10,1259,1308,0.9625382262996942
usa_states_fact_batch,west_virginia_huntington,0.56578306787567,0.5187771960206435,0.8613339914152003,0.8323982579705375,1577,1401,155,11,10,1348,1401,0.9621698786581013
usa_states_fact_batch,wisconsin_milwaukee,0.5838833155650048,0.5404818328435058,0.865161420676099,0.8391405092395956,1546,1369,156,11,10,1312,1369,0.95836376917458
usa_states_fact_batch,wyoming_casper,0.5711492961560437,0.5341707950974717,0.862742114270851,0.8405856559344785,1558,1382,155,11,10,1335,1382,0.9659913169319826
