dataset,slug_a,slug_b,n_features_a,n_features_b,n_shared,n_union,jaccard_overlap,directional_overlap_a,directional_overlap_b,activation_stability,peak_token_agreement,peak_type_agreement,same_supernode_rate,entity_regrouped_rate,inconsistent_rate,influence_weighted_jaccard,n_supernodes_a,n_supernodes_b,n_shared_supernodes,overlap_early,overlap_mid,overlap_late
products_founders_batch,ebay_platform,model_s,235,256,123,368,0.3342391304347826,0.5234042553191489,0.48046875,0.8977753185573479,0.926829268292683,0.9512195121951219,0.7804878048780488,0.15447154471544716,0.06504065040650407,0.30029959456405775,26,26,17,0.4433497536945813,0.2903225806451613,0.14563106796116504
products_founders_batch,ebay_platform,nike_shoes,235,231,135,331,0.4078549848942598,0.574468085106383,0.5844155844155844,0.8964988095190479,0.9111111111111111,0.9925925925925926,0.7481481481481481,0.18518518518518517,0.06666666666666667,0.3632956876816997,26,27,19,0.5251396648044693,0.4107142857142857,0.1875
products_founders_batch,ebay_platform,oculus,235,256,133,358,0.3715083798882682,0.5659574468085107,0.51953125,0.8928276954400234,0.8947368421052632,1.0,0.7443609022556391,0.19548872180451127,0.06015037593984962,0.33594863883152937,26,27,19,0.5025125628140703,0.26865671641791045,0.16304347826086957
products_founders_batch,ebay_platform,oracle_db,235,251,135,351,0.38461538461538464,0.574468085106383,0.5378486055776892,0.8985397475777472,0.9259259259259259,0.9925925925925926,0.7407407407407407,0.2222222222222222,0.037037037037037035,0.3463686555162792,26,26,18,0.4744897959183674,0.40384615384615385,0.20388349514563106
products_founders_batch,ebay_platform,twitter,235,203,133,305,0.4360655737704918,0.5659574468085107,0.6551724137931034,0.8650332610290373,0.9323308270676691,0.9924812030075187,0.3157894736842105,0.21052631578947367,0.47368421052631576,0.3901524285705687,26,24,17,0.5142857142857142,0.3673469387755102,0.30864197530864196
products_founders_batch,ebay_platform,windows,235,222,125,332,0.37650602409638556,0.5319148936170213,0.5630630630630631,0.8864493931582427,0.936,0.992,0.744,0.184,0.072,0.33782985560989803,26,25,18,0.46153846153846156,0.4375,0.19607843137254902
products_founders_batch,ebay_platform,wordpress,235,213,127,321,0.3956386292834891,0.5404255319148936,0.596244131455399,0.8656255632439347,0.9291338582677166,0.9921259842519685,0.7007874015748031,0.1968503937007874,0.10236220472440945,0.35762404429016864,26,27,19,0.4648648648648649,0.3137254901960784,0.29411764705882354
products_founders_batch,facebook,ford_cars,194,224,108,310,0.34838709677419355,0.5567010309278351,0.48214285714285715,0.9177027878805063,0.9444444444444444,0.9907407407407407,0.7870370370370371,0.1111111111111111,0.10185185185185185,0.31973858697762464,26,27,18,0.5562913907284768,0.23076923076923078,0.11214953271028037
products_founders_batch,facebook,iphone,194,228,126,296,0.42567567567567566,0.6494845360824743,0.5526315789473685,0.8687810776689712,0.9523809523809523,0.9920634920634921,0.7380952380952381,0.14285714285714285,0.11904761904761904,0.37930307400063634,26,26,18,0.538961038961039,0.39215686274509803,0.25274725274725274
products_founders_batch,facebook,model_s,194,256,118,332,0.35542168674698793,0.6082474226804123,0.4609375,0.9183239285986449,0.923728813559322,0.9491525423728814,0.8135593220338984,0.1440677966101695,0.0423728813559322,0.3208330066694999,26,26,17,0.4942528735632184,0.2711864406779661,0.16161616161616163
