swap_id,from_slug,to_slug,from_capital,to_capital,n_positions,target_appears_at,source_appears_at,flip_position,initial_gap,best_gap,final_gap,gap_closure,control_stability_mean,control_stability_max,target_first_top1,target_first_top5,target_first_top10,target_max_prob,target_min_rank,target_final_rank,target_rank_improvement,source_final_rank,source_max_prob,target_logit_delta_0,source_logit_delta_0,baseline_gap,steered_gap_0,gap_closure_0,target_rank_improvement_0,flip_at_0,baseline_target_rank,baseline_source_rank,baseline_target_prob,baseline_source_prob
dyson__to__dell_xps,dyson,dell_xps,,,0,,8.0,,,,,,,,,,,,,,,,,,,-9.75,,,,False,296,1,2.4e-05,0.410156
dyson__to__dyson,dyson,dyson,,,0,4.0,4.0,,,,,,,,,,,,,,,,,,,0.0,,,,False,1,1,0.410156,0.410156
dyson__to__facebook,dyson,facebook,,,0,0.0,,,,,,,,,,,,,,,,,,,,-13.0625,,,,False,1543,1,1e-06,0.410156
dyson__to__iphone,dyson,iphone,,,0,0.0,,,,,,,,,,,,,,,,,,,,-15.5,,,,False,4178,1,0.0,0.410156
dyson__to__model_s,dyson,model_s,,,0,0.0,,,,,,,,,,,,,,,,,,,,-14.9375,,,,False,3336,1,0.0,0.410156
dyson__to__nike_shoes,dyson,nike_shoes,,,0,,3.0,,,,,,,,,,,,,,,,,,,-14.6875,,,,False,3023,1,0.0,0.410156
dyson__to__oculus,dyson,oculus,,,0,,,,,,,,,,,,,,,,,,,,,-19.0312,,,,False,15101,1,0.0,0.410156
dyson__to__oracle_db,dyson,oracle_db,,,0,,,,,,,,,,,,,,,,,,,,,-17.6562,,,,False,9464,1,0.0,0.410156
dyson__to__twitter,dyson,twitter,,,0,,,,,,,,,,,,,,,,,,,,,-9.0625,,,,False,204,1,4.7e-05,0.410156
dyson__to__windows,dyson,windows,,,0,0.0,,,,,,,,,,,,,,,,,,,,-14.75,,,,False,3115,1,0.0,0.410156
dyson__to__wordpress,dyson,wordpress,,,0,,,,,,,,,,,,,,,,,,,,,-10.375,,,,False,410,1,1.3e-05,0.410156
facebook__to__alibaba,facebook,alibaba,,,2,,4.0,,-4.375,-3.9375,-3.9375,0.4375,6.5625,12.25,,,,1e-06,882.0,882.0,1503.0,197.0,6.4e-05,-1.875,-6.875,-9.375,-4.375,5.0,-2188.0,False,197,1,4.1e-05,0.480469
facebook__to__dell_xps,facebook,dell_xps,,,2,,,,-8.6875,-7.875,-7.875,0.8125,8.8594,9.5,,,,1e-06,984.0,984.0,5155.0,33.0,0.002045,-6.1875,-9.0,-11.5,-8.6875,2.8125,-5605.0,False,534,1,5e-06,0.480469
facebook__to__dyson,facebook,dyson,,,2,,,,-2.5938,-2.2813,-2.2813,0.3125,13.2278,14.2109,,,,3e-06,3408.0,104681.0,0.0,52252.0,3.9e-05,-10.7188,-17.125,-9.0,-2.5938,6.4062,-3235.0,False,173,1,5.9e-05,0.480469
facebook__to__facebook,facebook,facebook,,,2,,,,0.0,0.0,0.0,0.0,11.586,21.0938,,,,0.013367,12.0,58.0,0.0,58.0,0.013367,-1.25,-1.25,0.0,0.0,0.0,-11.0,False,1,1,0.480469,0.480469
facebook__to__iphone,facebook,iphone,,,2,0.0,,0.0,0.75,2.5,2.5,1.75,26.6884,28.0312,,,,0.000259,60.0,60.0,74078.0,186.0,2.1e-05,-28.0625,-35.6875,-6.875,0.75,7.625,-74081.0,True,57,1,0.000496,0.480469
facebook__to__model_s,facebook,model_s,,,2,0.0,,0.0,6.0,6.0,5.5625,0.0,4.5,7.1875,,,,3.7e-05,130.0,130.0,12.0,1808.0,0.0,-1.125,-15.75,-8.625,6.0,14.625,-7.0,True,135,1,8.6e-05,0.480469
facebook__to__nike_shoes,facebook,nike_shoes,,,2,,7.0,,-9.125,-7.375,-7.375,1.75,4.2812,9.125,,,,1e-06,1316.0,1316.0,687.0,98.0,0.001854,2.375,-2.375,-13.875,-9.125,4.75,-477.0,False,1526,1,0.0,0.480469
facebook__to__oculus,facebook,oculus,,,2,,,,-7.875,-7.8125,-7.8125,0.0625,21.7188,23.6875,,,,0.0,21191.0,64585.0,0.0,286.0,1e-06,-11.3125,-14.125,-10.6875,-7.875,2.8125,-20817.0,False,374,1,1.1e-05,0.480469
facebook__to__oracle_db,facebook,oracle_db,,,2,,,,-4.5,-4.5,-5.125,0.0,4.2188,5.875,,,,0.000143,179.0,2584.0,0.0,229.0,0.012939,4.75,-0.5,-9.75,-4.5,5.25,50.0,False,229,1,2.8e-05,0.480469
facebook__to__twitter,facebook,twitter,,,2,,,,-0.625,-0.625,-4.125,0.0,2.9688,4.625,,,,0.00028,123.0,123.0,145.0,13.0,0.017334,2.125,-6.625,-9.375,-0.625,8.75,-71.0,False,197,1,4.1e-05,0.480469
facebook__to__windows,facebook,windows,,,2,0.0,2.0,,-6.5156,-3.125,-3.125,3.3906,21.4443,24.2695,,,,7e-06,250.0,250.0,97263.0,67.0,0.000153,-28.875,-29.8594,-7.5,-6.5156,0.9844,-97430.0,False,83,1,0.000267,0.480469
facebook__to__wordpress,facebook,wordpress,,,2,,4.0,,-6.4141,-5.625,-5.625,0.7891000000000004,7.252,8.1876,,,,0.0,15615.0,26051.0,0.0,228.0,0.0,-26.375,-27.7109,-7.75,-6.4141,1.3359,-15521.0,False,94,1,0.000207,0.480469
iphone__to__alibaba,iphone,alibaba,,,1,,3.0,,-7.25,-7.25,-7.25,0.0,,,,,,5e-06,447.0,447.0,0.0,11.0,0.00705,0.875,-0.75,-8.875,-7.25,1.625,-320.0,False,127,1,8e-05,0.570312
iphone__to__dell_xps,iphone,dell_xps,,,1,,,,-3.375,-3.375,-3.375,0.0,,,,,,0.0,2003.0,2003.0,0.0,629.0,8e-06,-3.375,-8.5,-8.5,-3.375,5.125,-1893.0,False,110,1,0.000116,0.570312
iphone__to__dyson,iphone,dyson,,,1,,4.0,,-11.5,-11.5,-11.5,0.0,,,,,,0.0,3746.0,3746.0,0.0,50.0,0.001534,-5.75,-2.625,-8.375,-11.5,-3.125,-3651.0,False,95,1,0.000132,0.570312
iphone__to__facebook,iphone,facebook,,,1,0.0,,0.0,3.5,3.5,3.5,0.0,,,,,,3.4e-05,375.0,375.0,0.0,1139.0,1e-06,4.3125,-9.625,-10.4375,3.5,13.9375,-97.0,True,278,1,1.7e-05,0.570312
iphone__to__iphone,iphone,iphone,,,1,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.047852,4.0,4.0,0.0,4.0,0.047852,1.25,1.25,0.0,0.0,0.0,-3.0,False,1,1,0.570312,0.570312
iphone__to__model_s,iphone,model_s,,,1,0.0,,0.0,10.75,10.75,10.75,0.0,,,,,,9.7e-05,90.0,90.0,0.0,5411.0,0.0,3.125,-16.875,-9.25,10.75,20.0,59.0,True,149,1,5.5e-05,0.570312
iphone__to__nike_shoes,iphone,nike_shoes,,,1,,3.0,,-7.5,-7.5,-7.5,0.0,,,,,,0.0,2228.0,2228.0,0.0,106.0,0.000209,-5.5,-6.375,-8.375,-7.5,0.875,-2133.0,False,95,1,0.000132,0.570312
iphone__to__oculus,iphone,oculus,,,1,,,,-5.6875,-5.6875,-5.6875,0.0,,,,,,0.0,61533.0,61533.0,0.0,959.0,0.0,-26.5,-38.1875,-17.375,-5.6875,11.6875,-55645.0,False,5888,1,0.0,0.570312
iphone__to__oracle_db,iphone,oracle_db,,,1,,,,-2.1875,-2.1875,-2.1875,0.0,,,,,,0.0,3200.0,3200.0,0.0,1053.0,1e-06,-7.4375,-12.5,-7.25,-2.1875,5.0625,-3148.0,False,52,1,0.000404,0.570312
iphone__to__twitter,iphone,twitter,,,1,,,,-6.0625,-6.0625,-6.0625,0.0,,,,,,1e-06,2240.0,2240.0,0.0,148.0,0.000315,-1.6875,-4.5,-8.875,-6.0625,2.8125,-2113.0,False,127,1,8e-05,0.570312
iphone__to__windows,iphone,windows,,,1,0.0,3.0,,-1.9375,-1.9375,-1.9375,0.0,,,,,,0.0,3715.0,3715.0,0.0,1866.0,0.0,-7.375,-12.5625,-7.125,-1.9375,5.1875,-3667.0,False,48,1,0.00046,0.570312
iphone__to__wordpress,iphone,wordpress,,,1,,,,-4.1563,-4.1563,-4.1563,0.0,,,,,,0.0,77925.0,77925.0,0.0,13023.0,0.0,-18.5938,-28.0625,-13.625,-4.1563,9.4687,-76709.0,False,1216,1,1e-06,0.570312
model_s__to__alibaba,model_s,alibaba,,,0,,4.0,,,,,,,,,,,,,,,,,,,-6.625,,,,False,62,1,0.000496,0.373047
model_s__to__dell_xps,model_s,dell_xps,,,0,,,,,,,,,,,,,,,,,,,,,-6.625,,,,False,62,1,0.000496,0.373047
model_s__to__dyson,model_s,dyson,,,0,,8.0,,,,,,,,,,,,,,,,,,,-6.875,,,,False,75,1,0.000385,0.373047
model_s__to__facebook,model_s,facebook,,,0,0.0,,,,,,,,,,,,,,,,,,,,-6.25,,,,False,54,1,0.000721,0.373047
model_s__to__iphone,model_s,iphone,,,0,0.0,,,,,,,,,,,,,,,,,,,,-5.625,,,,False,34,1,0.001343,0.373047
model_s__to__model_s,model_s,model_s,,,0,,,,,,,,,,,,,,,,,,,,,0.0,,,,False,1,1,0.373047,0.373047
model_s__to__nike_shoes,model_s,nike_shoes,,,0,,4.0,,,,,,,,,,,,,,,,,,,-9.9375,,,,False,442,1,1.8e-05,0.373047
model_s__to__oculus,model_s,oculus,,,0,,,,,,,,,,,,,,,,,,,,,-9.0,,,,False,268,1,4.6e-05,0.373047
model_s__to__oracle_db,model_s,oracle_db,,,0,,,,,,,,,,,,,,,,,,,,,-7.0,,,,False,86,1,0.00034,0.373047
model_s__to__twitter,model_s,twitter,,,0,,6.0,,,,,,,,,,,,,,,,,,,-6.625,,,,False,62,1,0.000496,0.373047
model_s__to__windows,model_s,windows,,,0,0.0,3.0,,,,,,,,,,,,,,,,,,,-8.125,,,,False,190,1,0.000111,0.373047
model_s__to__wordpress,model_s,wordpress,,,0,,,,,,,,,,,,,,,,,,,,,-10.625,,,,False,617,1,9e-06,0.373047
nike_shoes__to__alibaba,nike_shoes,alibaba,,,1,,4.0,,-3.75,-3.75,-3.75,0.0,,,,,,5e-05,185.0,185.0,0.0,17.0,0.002106,0.3125,-5.625,-9.6875,-3.75,5.9375,283.0,False,468,1,1.3e-05,0.210938
nike_shoes__to__dell_xps,nike_shoes,dell_xps,,,1,,,0.0,6.9785,6.9785,6.9785,0.0,,,,,,0.0,299.0,299.0,0.0,15311.0,0.0,-16.7715,-30.375,-6.625,6.9785,13.6035,-218.0,True,81,1,0.000278,0.210938
nike_shoes__to__dyson,nike_shoes,dyson,,,1,,4.0,,-0.2812,-0.2812,-0.2812,0.0,,,,,,0.0,14824.0,14824.0,0.0,12887.0,0.0,-25.7812,-30.75,-5.25,-0.2812,4.9688,-14789.0,False,35,1,0.001106,0.210938
nike_shoes__to__facebook,nike_shoes,facebook,,,1,0.0,,,-0.125,-0.125,-0.125,0.0,,,,,,4.2e-05,311.0,311.0,0.0,284.0,4.7e-05,3.125,-3.375,-6.625,-0.125,6.5,-230.0,False,81,1,0.000278,0.210938
nike_shoes__to__iphone,nike_shoes,iphone,,,1,0.0,,,-0.7657,-0.7657,-0.7657,0.0,,,,,,0.0,2010.0,2010.0,0.0,1076.0,0.0,-17.2188,-26.2031,-9.75,-0.7657,8.9843,-1519.0,False,491,1,1.2e-05,0.210938
nike_shoes__to__model_s,nike_shoes,model_s,,,1,0.0,,0.0,9.375,9.375,9.375,0.0,,,,,,0.007721,22.0,22.0,0.0,2305.0,1e-06,16.9062,-7.625,-15.1562,9.375,24.5312,5911.0,True,5933,1,0.0,0.210938
nike_shoes__to__nike_shoes,nike_shoes,nike_shoes,,,1,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.081543,3.0,3.0,0.0,3.0,0.081543,-8.875,-8.875,0.0,0.0,0.0,-2.0,False,1,1,0.210938,0.210938
nike_shoes__to__oculus,nike_shoes,oculus,,,1,,,,-5.1875,-5.1875,-5.1875,0.0,,,,,,0.0,65013.0,65013.0,0.0,1863.0,0.0,-25.375,-33.875,-13.6875,-5.1875,8.5,-61915.0,False,3098,1,0.0,0.210938
nike_shoes__to__oracle_db,nike_shoes,oracle_db,,,1,,,,-3.375,-3.375,-3.375,0.0,,,,,,0.0,6116.0,6116.0,0.0,1868.0,1e-06,-4.5625,-9.5625,-8.375,-3.375,5.0,-5883.0,False,233,1,4.9e-05,0.210938
nike_shoes__to__twitter,nike_shoes,twitter,,,1,,,,-1.6875,-1.6875,-1.6875,0.0,,,,,,7e-06,343.0,343.0,0.0,132.0,3.6e-05,0.25,-7.75,-9.6875,-1.6875,8.0,125.0,False,468,1,1.3e-05,0.210938
nike_shoes__to__windows,nike_shoes,windows,,,1,0.0,4.0,,-1.625,-1.625,-1.625,0.0,,,,,,0.0,1685.0,1685.0,0.0,429.0,0.0,-30.125,-28.5,0.0,-1.625,-1.625,-1684.0,False,1,1,0.210938,0.210938
nike_shoes__to__wordpress,nike_shoes,wordpress,,,1,,,,-2.25,-2.25,-2.25,0.0,,,,,,0.0,69239.0,69239.0,0.0,20340.0,0.0,-18.375,-29.3125,-13.1875,-2.25,10.9375,-66767.0,False,2472,1,0.0,0.210938
oculus__to__alibaba,oculus,alibaba,,,0,,4.0,,,,,,,,,,,,,,,,,,,-7.875,,,,False,175,1,0.000119,0.3125
oculus__to__dell_xps,oculus,dell_xps,,,0,,,,,,,,,,,,,,,,,,,,,-6.0,,,,False,53,1,0.000774,0.3125
oculus__to__dyson,oculus,dyson,,,0,,4.0,,,,,,,,,,,,,,,,,,,-8.25,,,,False,220,1,8.2e-05,0.3125
oculus__to__facebook,oculus,facebook,,,0,0.0,,,,,,,,,,,,,,,,,,,,-2.5,,,,False,7,1,0.025635,0.3125
oculus__to__iphone,oculus,iphone,,,0,0.0,,,,,,,,,,,,,,,,,,,,-4.5,,,,False,23,1,0.003479,0.3125
oculus__to__model_s,oculus,model_s,,,0,0.0,,,,,,,,,,,,,,,,,,,,-7.625,,,,False,143,1,0.000153,0.3125
oculus__to__nike_shoes,oculus,nike_shoes,,,0,,3.0,,,,,,,,,,,,,,,,,,,-6.875,,,,False,87,1,0.000324,0.3125
oculus__to__oculus,oculus,oculus,,,0,,,,,,,,,,,,,,,,,,,,,0.0,,,,False,1,1,0.3125,0.3125
oculus__to__oracle_db,oculus,oracle_db,,,0,,,,,,,,,,,,,,,,,,,,,-8.25,,,,False,220,1,8.2e-05,0.3125
oculus__to__twitter,oculus,twitter,,,0,,,,,,,,,,,,,,,,,,,,,-7.875,,,,False,175,1,0.000119,0.3125
oculus__to__windows,oculus,windows,,,0,0.0,,,,,,,,,,,,,,,,,,,,-13.5625,,,,False,2747,1,0.0,0.3125
oculus__to__wordpress,oculus,wordpress,,,0,,,,,,,,,,,,,,,,,,,,,-8.8125,,,,False,299,1,4.6e-05,0.3125
oracle_db__to__alibaba,oracle_db,alibaba,,,1,,3.0,,-4.125,-4.125,-4.125,0.0,,,,,,0.0,4797.0,4797.0,0.0,1242.0,2e-06,1.75,-6.125,-12.0,-4.125,7.875,-3505.0,False,1292,1,3e-06,0.460938
oracle_db__to__dell_xps,oracle_db,dell_xps,,,1,,,,-4.1875,-4.1875,-4.1875,0.0,,,,,,0.0,2042.0,2042.0,0.0,360.0,2.6e-05,0.5,-2.25,-6.9375,-4.1875,2.75,-1962.0,False,80,1,0.000448,0.460938
oracle_db__to__dyson,oracle_db,dyson,,,1,,4.0,,-8.5,-8.5,-8.5,0.0,,,,,,0.0,4425.0,4425.0,0.0,299.0,2.3e-05,-5.75,-2.125,-4.875,-8.5,-3.625,-4406.0,False,19,1,0.003525,0.460938
oracle_db__to__facebook,oracle_db,facebook,,,1,0.0,,0.0,1.0,1.0,1.0,0.0,,,,,,2.7e-05,356.0,356.0,0.0,530.0,1e-05,4.8125,-3.25,-7.0625,1.0,8.0625,-274.0,True,82,1,0.000395,0.460938
oracle_db__to__iphone,oracle_db,iphone,,,1,0.0,,,-6.1875,-6.1875,-6.1875,0.0,,,,,,0.0,11219.0,11219.0,0.0,1546.0,2e-06,-6.1875,-6.25,-6.25,-6.1875,0.0625,-11165.0,False,54,1,0.000893,0.460938
oracle_db__to__model_s,oracle_db,model_s,,,1,0.0,,0.0,3.125,3.125,3.125,0.0,,,,,,0.007538,15.0,15.0,0.0,54.0,0.00033,14.25,1.5,-9.625,3.125,12.75,360.0,True,375,1,3.1e-05,0.460938
oracle_db__to__nike_shoes,oracle_db,nike_shoes,,,1,,3.0,0.0,1.0625,1.0625,1.0625,0.0,,,,,,1e-06,1072.0,1072.0,0.0,1803.0,0.0,-1.25,-13.0625,-10.75,1.0625,11.8125,-376.0,True,696,1,1e-05,0.460938
oracle_db__to__oculus,oracle_db,oculus,,,1,,,,-2.3906,-2.3906,-2.3906,0.0,,,,,,0.0,38794.0,38794.0,0.0,18589.0,0.0,-3.1718,-15.0,-14.2188,-2.3906,11.8282,-34919.0,False,3875,1,0.0,0.460938
oracle_db__to__oracle_db,oracle_db,oracle_db,,,1,4.0,4.0,,0.0,0.0,0.0,0.0,,,,,,1.7e-05,334.0,334.0,0.0,334.0,1.7e-05,-2.375,-2.375,0.0,0.0,0.0,-333.0,False,1,1,0.460938,0.460938
oracle_db__to__twitter,oracle_db,twitter,,,1,,,,-0.0626,-0.0626,-0.0626,0.0,,,,,,0.0,16887.0,16887.0,0.0,16408.0,0.0,-3.0938,-15.0312,-12.0,-0.0626,11.9374,-15595.0,False,1292,1,3e-06,0.460938
oracle_db__to__windows,oracle_db,windows,,,1,0.0,,0.0,0.5312,0.5312,0.5312,0.0,,,,,,0.0,2234.0,2234.0,0.0,3268.0,0.0,-15.125,-19.7812,-4.125,0.5312,4.6562,-2220.0,True,14,1,0.007477,0.460938
oracle_db__to__wordpress,oracle_db,wordpress,,,1,,,,-7.75,-7.75,-7.75,0.0,,,,,,1e-06,1070.0,1070.0,0.0,50.0,0.001656,6.4375,2.75,-11.4375,-7.75,3.6875,-107.0,False,963,1,5e-06,0.460938
twitter__to__alibaba,twitter,alibaba,,,2,3.0,3.0,,0.0,0.0,0.0,0.0,5.1094,11.625,,,,6e-06,535.0,535.0,959.0,535.0,6e-06,-13.0625,-13.0625,0.0,0.0,0.0,-1493.0,False,1,1,0.447266,0.447266
twitter__to__dell_xps,twitter,dell_xps,,,2,,,,-10.1875,-6.3125,-6.3125,3.875,13.9844,16.5,,,,0.0,3002.0,3002.0,44137.0,286.0,3.4e-05,-10.4375,-9.8125,-9.5625,-10.1875,-0.625,-46865.0,False,274,1,3.1e-05,0.447266
twitter__to__dyson,twitter,dyson,,,2,,,,-4.5,-4.25,-4.25,0.25,23.2007,26.375,,,,0.000557,115.0,3680.0,0.0,211.0,0.050049,0.125,-3.875,-8.5,-4.5,4.0,41.0,False,156,1,9.1e-05,0.447266
twitter__to__facebook,twitter,facebook,,,2,0.0,,0.0,8.4375,8.4375,4.75,0.0,5.25,8.75,,,,0.002136,33.0,86.0,0.0,551.0,4e-06,5.75,-9.8125,-7.125,8.4375,15.5625,43.0,True,76,1,0.00036,0.447266
twitter__to__iphone,twitter,iphone,,,2,0.0,,0.0,1.8126,1.8126,1.5,0.0,12.6719,16.875,,,,5.3e-05,126.0,126.0,1678.0,240.0,1.2e-05,-12.9062,-23.4688,-8.75,1.8126,10.5626,-1626.0,True,178,1,7.1e-05,0.447266
twitter__to__model_s,twitter,model_s,,,2,0.0,,0.0,4.4843,4.4843,4.1562,0.0,4.0469,5.5625,,,,0.0,905.0,905.0,350.0,5491.0,0.0,-13.3438,-22.7031,-4.875,4.4843,9.3593,-1236.0,True,19,1,0.003418,0.447266
twitter__to__nike_shoes,twitter,nike_shoes,,,2,,8.0,,-9.9063,-9.9063,-12.8125,0.0,23.7708,26.4062,,,,0.0,8329.0,8329.0,23596.0,80.0,0.000763,-17.3125,-24.9062,-17.5,-9.9063,7.5937,-23949.0,False,7976,1,0.0,0.447266
twitter__to__oculus,twitter,oculus,,,2,,,,-3.5312,-3.5312,-4.6875,0.0,21.0625,23.0,,,,0.0,18275.0,64861.0,0.0,2482.0,0.0,-10.4687,-16.5,-9.5625,-3.5312,6.0313,-18001.0,False,274,1,3.1e-05,0.447266
twitter__to__oracle_db,twitter,oracle_db,,,2,,8.0,,-5.4375,-5.4375,-6.875,0.0,12.4688,14.0,,,,1e-06,517.0,517.0,4295.0,28.0,0.000908,-11.8125,-15.125,-8.75,-5.4375,3.3125,-4634.0,False,178,1,7.1e-05,0.447266
twitter__to__twitter,twitter,twitter,,,2,,,,0.0,0.0,0.0,0.0,7.1094,11.0625,,1.0,1.0,0.02417,5.0,5.0,1677.0,5.0,0.02417,-11.375,-11.375,0.0,0.0,0.0,-1681.0,False,1,1,0.447266,0.447266
twitter__to__windows,twitter,windows,,,2,0.0,,1.0,-8.9687,0.625,0.625,9.5937,10.3594,13.875,,,,9e-06,202.0,202.0,136518.0,249.0,5e-06,-19.0312,-21.0625,-11.0,-8.9687,2.0313,-136175.0,False,545,1,7e-06,0.447266
twitter__to__wordpress,twitter,wordpress,,,2,,,1.0,-3.0,0.0626,0.0626,3.0626,2.3125,2.875,,,,0.0,3758.0,3758.0,16889.0,3892.0,0.0,-7.0,-13.5,-9.5,-3.0,6.5,-20382.0,False,265,1,3.4e-05,0.447266
windows__to__alibaba,windows,alibaba,,,2,,3.0,,-7.75,-7.75,-8.25,0.0,8.0469,11.0,,,,0.0,1353.0,5390.0,0.0,218.0,0.000526,0.8125,-1.25,-9.8125,-7.75,2.0625,-1037.0,False,316,1,2.9e-05,0.523438
windows__to__dell_xps,windows,dell_xps,,,2,,,,-4.375,-2.0,-2.0,2.375,8.8125,9.875,,,,1.1e-05,419.0,419.0,2374.0,193.0,8.2e-05,-6.75,-7.875,-5.5,-4.375,1.125,-2772.0,False,21,1,0.002136,0.523438
windows__to__dyson,windows,dyson,,,2,,4.0,,-5.9375,-2.0,-2.0,3.9375,1.8125,4.9375,,,,0.000648,32.0,32.0,5268.0,7.0,0.004791,-6.375,-8.4375,-8.0,-5.9375,2.0625,-5178.0,False,122,1,0.000175,0.523438
