feature_key,layer,feature,prompt,peak_token,peak_token_idx,activation_max,sparsity_ratio
0_43624,0,43624,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
0_44709,0,44709,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
0_52009,0,52009,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
0_52264,0,52264,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
0_54197,0,54197,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
0_54572,0,54572,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
0_56748,0,56748,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
0_61257,0,61257,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
0_62872,0,62872,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
0_66754,0,66754,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
0_67553,0,67553,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
0_68987,0,68987,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
0_73514,0,73514,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
0_73833,0,73833,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
0_82862,0,82862,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
0_89265,0,89265,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
1_12928,1,12928,"entity: A major city in Virginia, USA is Virginia Beach", Virginia,7,108.50997924804688,0.27174520236074645
1_72774,1,72774,"entity: A major city in Virginia, USA is Virginia Beach", major,4,120.7496337890625,0.4030855371135313
1_52044,1,52044,"entity: A major city in Virginia, USA is Virginia Beach", major,4,118.81828308105469,0.3403734783422961
1_52238,1,52238,"entity: A major city in Virginia, USA is Virginia Beach", Beach,12,14.66139030456543,0.9166666666666666
1_13794,1,13794,"entity: A major city in Virginia, USA is Virginia Beach", Virginia,7,13.798795700073242,0.8389176759333657
1_42390,1,42390,"entity: A major city in Virginia, USA is Virginia Beach", Beach,12,11.39977741241455,0.9166666666666666
1_47362,1,47362,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
1_15362,1,15362,"entity: A major city in Virginia, USA is Virginia Beach",",",8,3.0523488521575928,0.9166666666666666
1_74380,1,74380,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
1_18568,1,18568,"entity: A major city in Virginia, USA is Virginia Beach", is,10,0.1828150749206543,0.9166666666666666
1_34506,1,34506,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
1_73733,1,73733,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
1_82299,1,82299,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
1_85217,1,85217,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
2_96724,2,96724,"entity: A major city in Virginia, USA is Virginia Beach", Beach,12,19.957578659057617,0.9166666666666667
2_1980,2,1980,"entity: A major city in Virginia, USA is Virginia Beach", Beach,12,18.93455696105957,0.9166666666666667
2_75429,2,75429,"entity: A major city in Virginia, USA is Virginia Beach", Beach,12,18.1755428314209,0.9166666666666666
2_32108,2,32108,"entity: A major city in Virginia, USA is Virginia Beach", Virginia,7,16.306453704833984,0.8473949447349043
2_54054,2,54054,"entity: A major city in Virginia, USA is Virginia Beach", Beach,12,11.309921264648438,0.9166666666666666
2_36902,2,36902,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
2_76017,2,76017,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
2_76232,2,76232,"entity: A major city in Virginia, USA is Virginia Beach", is,10,0.29222846031188965,0.9166666666666666
2_1890,2,1890,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
2_4865,2,4865,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
3_91022,3,91022,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
3_89913,3,89913,"entity: A major city in Virginia, USA is Virginia Beach", Beach,12,10.53108024597168,0.9166666666666666
3_93843,3,93843,"entity: A major city in Virginia, USA is Virginia Beach", is,10,3.85941219329834,0.9166666666666666
3_28747,3,28747,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
4_83635,4,83635,"entity: A major city in Virginia, USA is Virginia Beach", Virginia,7,20.50908660888672,0.587364017082396
4_5702,4,5702,"entity: A major city in Virginia, USA is Virginia Beach", Beach,12,16.65606689453125,0.9166666666666666
4_9750,4,9750,"entity: A major city in Virginia, USA is Virginia Beach", Beach,12,9.024168968200684,0.9166666666666667
4_83005,4,83005,"entity: A major city in Virginia, USA is Virginia Beach", is,10,2.809896230697632,0.9166666666666667
4_20060,4,20060,"entity: A major city in Virginia, USA is Virginia Beach",",",8,1.4573915004730225,0.9166666666666666
4_52384,4,52384,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
4_39985,4,39985,"entity: A major city in Virginia, USA is Virginia Beach",",",8,0.31047213077545166,0.9166666666666666
4_54423,4,54423,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
4_55831,4,55831,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
4_70409,4,70409,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
4_97813,4,97813,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
5_1551,5,1551,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,37.91087341308594,0.9166666666666667
5_95640,5,95640,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,24.50653648376465,0.9166666666666667
5_55195,5,55195,"entity: A major city in Virginia, USA is Virginia Beach", Beach,12,4.6645073890686035,0.9166666666666666
5_67142,5,67142,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
5_96325,5,96325,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
6_41771,6,41771,"entity: A major city in Virginia, USA is Virginia Beach", in,6,16.54599952697754,0.8599290627616394
6_78249,6,78249,"entity: A major city in Virginia, USA is Virginia Beach", Beach,12,14.950857162475586,0.9166666666666666
6_31805,6,31805,"entity: A major city in Virginia, USA is Virginia Beach", Virginia,7,12.555596351623535,0.9056261842982456
6_72419,6,72419,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
7_31656,7,31656,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,52.867774963378906,0.9166666666666667
7_66851,7,66851,"entity: A major city in Virginia, USA is Virginia Beach", major,4,41.34712219238281,0.2348905408605424
7_87536,7,87536,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
7_96169,7,96169,"entity: A major city in Virginia, USA is Virginia Beach", Virginia,11,11.529516220092773,0.767666272470257
7_16792,7,16792,"entity: A major city in Virginia, USA is Virginia Beach",",",8,10.19671630859375,0.9166666666666667
7_42712,7,42712,"entity: A major city in Virginia, USA is Virginia Beach", Beach,12,4.265311241149902,0.9166666666666666
7_32224,7,32224,"entity: A major city in Virginia, USA is Virginia Beach", is,10,1.6514577865600586,0.9166666666666667
7_43007,7,43007,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
7_60276,7,60276,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
7_93926,7,93926,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
8_37691,8,37691,"entity: A major city in Virginia, USA is Virginia Beach", Beach,12,54.40210723876953,0.5211629795376065
8_91259,8,91259,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
8_94844,8,94844,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
9_4679,9,4679,"entity: A major city in Virginia, USA is Virginia Beach",",",8,9.110259056091309,0.9166666666666666
9_80247,9,80247,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
9_45728,9,45728,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
9_75689,9,75689,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
11_50131,11,50131,"entity: A major city in Virginia, USA is Virginia Beach", Beach,12,42.74177169799805,0.5090882744958074
12_21233,12,21233,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
12_1425,12,1425,"entity: A major city in Virginia, USA is Virginia Beach", is,10,15.973523139953613,0.619613368866434
13_16947,13,16947,"entity: A major city in Virginia, USA is Virginia Beach", is,10,13.83897876739502,0.8684188256797963
15_24134,15,24134,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
15_48744,15,48744,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
15_74824,15,74824,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
16_75131,16,75131,"entity: A major city in Virginia, USA is Virginia Beach", Virginia,7,2.4728455543518066,0.9166666666666667
18_24716,18,24716,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
18_73252,18,73252,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
18_94682,18,94682,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
19_13946,19,13946,"entity: A major city in Virginia, USA is Virginia Beach", is,10,21.683349609375,0.9166666666666666
19_52463,19,52463,"entity: A major city in Virginia, USA is Virginia Beach", Virginia,11,1.3526744842529297,0.9166666666666666
21_68600,21,68600,"entity: A major city in Virginia, USA is Virginia Beach", Virginia,11,7.201873779296875,0.9166666666666667
21_47655,21,47655,"entity: A major city in Virginia, USA is Virginia Beach", Virginia,11,2.8341474533081055,0.9166666666666666
22_40215,22,40215,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
22_43081,22,43081,"entity: A major city in Virginia, USA is Virginia Beach",entity,1,0.0,0.0
24_5303,24,5303,"entity: A major city in Virginia, USA is Virginia Beach",",",8,8.217146873474121,0.9166666666666666
24_2574,24,2574,"entity: A major city in Virginia, USA is Virginia Beach", Virginia,11,6.459244728088379,0.9166666666666666
0_39122,0,39122,entity: The capital city of Virginia is Richmond,:,2,55.24974060058594,0.8174511378138872
0_18753,0,18753,entity: The capital city of Virginia is Richmond,:,2,51.9667854309082,0.7192414431874569
0_40780,0,40780,entity: The capital city of Virginia is Richmond, is,8,49.78302001953125,0.7104470517240616
0_54572,0,54572,entity: The capital city of Virginia is Richmond, The,3,30.514068603515625,0.8888888888888888
0_19204,0,19204,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_5916,0,5916,entity: The capital city of Virginia is Richmond, capital,4,18.749942779541016,0.8888888888888888
0_44829,0,44829,entity: The capital city of Virginia is Richmond, Virginia,7,13.026243209838867,0.7861351778534332
0_14810,0,14810,entity: The capital city of Virginia is Richmond, of,6,17.059555053710938,0.888888888888889
0_91570,0,91570,entity: The capital city of Virginia is Richmond,entity,1,7.781378746032715,0.888888888888889
0_58036,0,58036,entity: The capital city of Virginia is Richmond, Virginia,7,12.992734909057617,0.8888888888888888
0_23293,0,23293,entity: The capital city of Virginia is Richmond, capital,4,12.355522155761719,0.888888888888889
0_37416,0,37416,entity: The capital city of Virginia is Richmond, capital,4,12.284197807312012,0.8888888888888888
0_84745,0,84745,entity: The capital city of Virginia is Richmond, Virginia,7,12.119782447814941,0.7969658518576397
0_81830,0,81830,entity: The capital city of Virginia is Richmond, is,8,6.236818313598633,0.8888888888888888
0_92029,0,92029,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_11800,0,11800,entity: The capital city of Virginia is Richmond, Virginia,7,9.503432273864746,0.8888888888888888
0_47045,0,47045,entity: The capital city of Virginia is Richmond, Virginia,7,8.627187728881836,0.888888888888889
0_20368,0,20368,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_60256,0,60256,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_82862,0,82862,entity: The capital city of Virginia is Richmond, capital,4,8.219970703125,0.8888888888888888
0_68987,0,68987,entity: The capital city of Virginia is Richmond, capital,4,8.17165756225586,0.888888888888889
0_15430,0,15430,entity: The capital city of Virginia is Richmond, capital,4,8.16793155670166,0.8888888888888888
0_87810,0,87810,entity: The capital city of Virginia is Richmond, Virginia,7,7.8677263259887695,0.8888888888888888
0_41589,0,41589,entity: The capital city of Virginia is Richmond, capital,4,7.369453430175781,0.8888888888888888
0_31953,0,31953,entity: The capital city of Virginia is Richmond, capital,4,5.960221767425537,0.8888888888888888
0_43624,0,43624,entity: The capital city of Virginia is Richmond, capital,4,4.858582496643066,0.8888888888888888
0_12284,0,12284,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_81624,0,81624,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_47638,0,47638,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_91553,0,91553,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_9084,0,9084,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_12244,0,12244,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_21349,0,21349,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_24438,0,24438,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_29904,0,29904,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_32732,0,32732,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_42832,0,42832,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_42989,0,42989,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_44709,0,44709,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_45005,0,45005,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_48496,0,48496,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_49505,0,49505,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_52009,0,52009,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_52264,0,52264,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_54197,0,54197,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_56748,0,56748,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_57978,0,57978,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_58698,0,58698,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_61238,0,61238,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_61257,0,61257,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_62872,0,62872,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_66448,0,66448,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_66754,0,66754,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_67553,0,67553,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_73514,0,73514,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_73833,0,73833,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_75290,0,75290,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_80690,0,80690,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_84902,0,84902,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_85703,0,85703,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_89265,0,89265,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
0_89766,0,89766,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
1_12928,1,12928,entity: The capital city of Virginia is Richmond,entity,1,105.53134155273438,0.2194457224604264
1_52044,1,52044,entity: The capital city of Virginia is Richmond, capital,4,111.7784652709961,0.352034688231905
1_72774,1,72774,entity: The capital city of Virginia is Richmond, city,5,84.13316345214844,0.19936983713789197
1_74380,1,74380,entity: The capital city of Virginia is Richmond, capital,4,17.934070587158203,0.888888888888889
1_13794,1,13794,entity: The capital city of Virginia is Richmond, Virginia,7,15.123079299926758,0.8621257707840767
1_85217,1,85217,entity: The capital city of Virginia is Richmond, capital,4,8.1768159866333,0.888888888888889
1_47362,1,47362,entity: The capital city of Virginia is Richmond, Virginia,7,3.336461067199707,0.8888888888888888
1_82299,1,82299,entity: The capital city of Virginia is Richmond, capital,4,1.3306407928466797,0.8888888888888888
1_15362,1,15362,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
1_18568,1,18568,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
1_34506,1,34506,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
1_42390,1,42390,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
1_52238,1,52238,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
1_73733,1,73733,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
2_96724,2,96724,entity: The capital city of Virginia is Richmond, Richmond,9,21.457666397094727,0.888888888888889
2_36902,2,36902,entity: The capital city of Virginia is Richmond, capital,4,20.3389949798584,0.8888888888888888
2_32108,2,32108,entity: The capital city of Virginia is Richmond, Virginia,7,15.085068702697754,0.888888888888889
2_1890,2,1890,entity: The capital city of Virginia is Richmond, capital,4,15.066326141357422,0.888888888888889
2_54054,2,54054,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
2_76232,2,76232,entity: The capital city of Virginia is Richmond, is,8,6.814953804016113,0.8888888888888888
2_4865,2,4865,entity: The capital city of Virginia is Richmond, capital,4,2.6949265003204346,0.8888888888888888
2_76017,2,76017,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
2_75429,2,75429,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
2_1980,2,1980,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
3_28747,3,28747,entity: The capital city of Virginia is Richmond, of,6,17.464412689208984,0.8806421454335227
3_91022,3,91022,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
3_93843,3,93843,entity: The capital city of Virginia is Richmond, is,8,4.049491882324219,0.8888888888888888
3_89913,3,89913,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
4_55831,4,55831,entity: The capital city of Virginia is Richmond, capital,4,29.359546661376953,0.8361008144888435
4_83635,4,83635,entity: The capital city of Virginia is Richmond, capital,4,21.525239944458008,0.4433997439667142
4_52384,4,52384,entity: The capital city of Virginia is Richmond, of,6,19.165246963500977,0.7803938725629314
4_97813,4,97813,entity: The capital city of Virginia is Richmond, city,5,13.028558731079102,0.7101537559429462
4_83005,4,83005,entity: The capital city of Virginia is Richmond, is,8,12.332473754882812,0.8888888888888888
4_20060,4,20060,entity: The capital city of Virginia is Richmond, is,8,9.833897590637207,0.8888888888888888
4_5702,4,5702,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
4_39985,4,39985,entity: The capital city of Virginia is Richmond, is,8,1.308415412902832,0.8888888888888888
4_9750,4,9750,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
4_54423,4,54423,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
4_70409,4,70409,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
5_1551,5,1551,entity: The capital city of Virginia is Richmond,entity,1,37.91087341308594,0.888888888888889
5_95640,5,95640,entity: The capital city of Virginia is Richmond,entity,1,24.50653648376465,0.888888888888889
5_55195,5,55195,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
5_67142,5,67142,entity: The capital city of Virginia is Richmond, is,8,2.652595281600952,0.8888888888888888
5_96325,5,96325,entity: The capital city of Virginia is Richmond, is,8,1.2293694019317627,0.8888888888888888
6_41771,6,41771,entity: The capital city of Virginia is Richmond, of,6,12.72544002532959,0.8673653578960366
6_31805,6,31805,entity: The capital city of Virginia is Richmond, Virginia,7,9.771985054016113,0.8345925826670544
6_78249,6,78249,entity: The capital city of Virginia is Richmond, Richmond,9,8.910124778747559,0.8888888888888888
6_72419,6,72419,entity: The capital city of Virginia is Richmond, of,6,0.9430685043334961,0.8888888888888888
7_31656,7,31656,entity: The capital city of Virginia is Richmond,entity,1,52.867774963378906,0.8888888888888888
7_66851,7,66851,entity: The capital city of Virginia is Richmond, capital,4,51.12392044067383,0.3244280728813624
7_87536,7,87536,entity: The capital city of Virginia is Richmond, is,8,4.972323894500732,0.888888888888889
7_96169,7,96169,entity: The capital city of Virginia is Richmond, Virginia,7,11.00488567352295,0.6847096557992883
7_32224,7,32224,entity: The capital city of Virginia is Richmond, is,8,4.737348556518555,0.888888888888889
7_16792,7,16792,entity: The capital city of Virginia is Richmond, is,8,0.7230345010757446,0.8888888888888888
7_42712,7,42712,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
7_43007,7,43007,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
7_60276,7,60276,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
7_93926,7,93926,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
8_37691,8,37691,entity: The capital city of Virginia is Richmond, Virginia,7,53.76788330078125,0.5719205301683303
8_91259,8,91259,entity: The capital city of Virginia is Richmond, is,8,6.232072353363037,0.8627744596883827
8_94844,8,94844,entity: The capital city of Virginia is Richmond, is,8,4.150794506072998,0.888888888888889
9_80247,9,80247,entity: The capital city of Virginia is Richmond, of,6,4.751571178436279,0.7330714528721266
9_45728,9,45728,entity: The capital city of Virginia is Richmond, is,8,2.317509174346924,0.7794974024794428
9_4679,9,4679,entity: The capital city of Virginia is Richmond, is,8,1.6881153583526611,0.8888888888888888
9_75689,9,75689,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
11_50131,11,50131,entity: The capital city of Virginia is Richmond, Richmond,9,45.941837310791016,0.5322519266075546
12_1425,12,1425,entity: The capital city of Virginia is Richmond, Richmond,9,27.465808868408203,0.769053129080779
12_21233,12,21233,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
13_16947,13,16947,entity: The capital city of Virginia is Richmond, is,8,10.129362106323242,0.8184519387860076
15_74824,15,74824,entity: The capital city of Virginia is Richmond, is,8,15.804902076721191,0.8888888888888888
15_48744,15,48744,entity: The capital city of Virginia is Richmond, is,8,0.17634892463684082,0.888888888888889
15_24134,15,24134,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
16_75131,16,75131,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
18_73252,18,73252,entity: The capital city of Virginia is Richmond, is,8,19.087738037109375,0.8888888888888888
18_94682,18,94682,entity: The capital city of Virginia is Richmond, is,8,1.3306660652160645,0.888888888888889
18_24716,18,24716,entity: The capital city of Virginia is Richmond,entity,1,0.0,0.0
